0	???	Unknown	0	0	0	0
78	17NetworksLHSalVentAttnBPFCv2	17Networks_LH_SalVentAttnB_PFCv_2	255	153	217	255
79	17NetworksLHSalVentAttnBPFCmp1	17Networks_LH_SalVentAttnB_PFCmp_1	255	151	214	255
80	17NetworksLHLimbicOFC1	17Networks_LH_Limbic_OFC_1	122	135	51	255
81	17NetworksLHLimbicOFC2	17Networks_LH_Limbic_OFC_2	122	135	52	255
82	17NetworksLHLimbicOFC3	17Networks_LH_Limbic_OFC_3	122	135	53	255
83	17NetworksLHLimbicOFC4	17Networks_LH_Limbic_OFC_4	122	135	54	255
84	17NetworksLHLimbicTempPole1	17Networks_LH_Limbic_TempPole_1	220	248	163	255
85	17NetworksLHLimbicTempPole2	17Networks_LH_Limbic_TempPole_2	220	248	165	255
86	17NetworksLHLimbicTempPole3	17Networks_LH_Limbic_TempPole_3	220	248	166	255
87	17NetworksLHLimbicTempPole4	17Networks_LH_Limbic_TempPole_4	220	248	167	255
88	17NetworksLHLimbicTempPole5	17Networks_LH_Limbic_TempPole_5	220	248	168	255
89	17NetworksLHContATemp1	17Networks_LH_ContA_Temp_1	230	148	35	255
90	17NetworksLHContAIPS1	17Networks_LH_ContA_IPS_1	230	148	36	255
91	17NetworksLHContAIPS2	17Networks_LH_ContA_IPS_2	230	148	37	255
92	17NetworksLHContAIPS3	17Networks_LH_ContA_IPS_3	230	148	38	255
93	17NetworksLHContAIPS4	17Networks_LH_ContA_IPS_4	230	148	39	255
94	17NetworksLHContAPFCd1	17Networks_LH_ContA_PFCd_1	230	149	35	255
95	17NetworksLHContAPFCl1	17Networks_LH_ContA_PFCl_1	230	149	34	255
96	17NetworksLHContAPFCl2	17Networks_LH_ContA_PFCl_2	230	149	36	255
97	17NetworksLHContAPFCl3	17Networks_LH_ContA_PFCl_3	230	149	37	255
98	17NetworksLHContAPFCl4	17Networks_LH_ContA_PFCl_4	230	149	38	255
99	17NetworksLHContAPFCl5	17Networks_LH_ContA_PFCl_5	230	149	39	255
100	17NetworksLHContACinga1	17Networks_LH_ContA_Cinga_1	231	148	36	255
101	17NetworksLHContBTemp1	17Networks_LH_ContB_Temp_1	135	50	75	255
102	17NetworksLHContBIPL1	17Networks_LH_ContB_IPL_1	135	50	76	255
103	17NetworksLHContBIPL2	17Networks_LH_ContB_IPL_2	135	50	77	255
104	17NetworksLHContBPFClv1	17Networks_LH_ContB_PFClv_1	136	50	75	255
105	17NetworksLHContBPFClv2	17Networks_LH_ContB_PFClv_2	136	50	76	255
106	17NetworksLHContBPFCmp1	17Networks_LH_ContB_PFCmp_1	136	50	77	255
107	17NetworksLHContCpCun1	17Networks_LH_ContC_pCun_1	119	140	177	255
108	17NetworksLHContCpCun2	17Networks_LH_ContC_pCun_2	119	140	178	255
109	17NetworksLHContCpCun3	17Networks_LH_ContC_pCun_3	119	140	179	255
110	17NetworksLHContCCingp1	17Networks_LH_ContC_Cingp_1	119	140	180	255
111	17NetworksLHDefaultAIPL1	17Networks_LH_DefaultA_IPL_1	255	255	1	255
112	17NetworksLHDefaultAPFCd1	17Networks_LH_DefaultA_PFCd_1	255	255	2	255
113	17NetworksLHDefaultAPFCd2	17Networks_LH_DefaultA_PFCd_2	255	255	3	255
114	17NetworksLHDefaultAPCC1	17Networks_LH_DefaultA_PCC_1	255	254	1	255
115	17NetworksLHDefaultAPCC2	17Networks_LH_DefaultA_PCC_2	255	254	2	255
116	17NetworksLHDefaultAPCC3	17Networks_LH_DefaultA_PCC_3	255	254	3	255
117	17NetworksLHDefaultAPCC4	17Networks_LH_DefaultA_PCC_4	255	254	4	255
118	17NetworksLHDefaultAPCC5	17Networks_LH_DefaultA_PCC_5	255	254	5	255
119	17NetworksLHDefaultAPFCm1	17Networks_LH_DefaultA_PFCm_1	254	255	1	255
120	17NetworksLHDefaultAPFCm2	17Networks_LH_DefaultA_PFCm_2	254	255	2	255
121	17NetworksLHDefaultAPFCm3	17Networks_LH_DefaultA_PFCm_3	254	255	3	255
122	17NetworksLHDefaultBTemp1	17Networks_LH_DefaultB_Temp_1	205	62	79	255
123	17NetworksLHDefaultBTemp2	17Networks_LH_DefaultB_Temp_2	205	62	80	255
124	17NetworksLHDefaultBTemp3	17Networks_LH_DefaultB_Temp_3	205	62	81	255
125	17NetworksLHDefaultBTemp4	17Networks_LH_DefaultB_Temp_4	205	62	82	255
126	17NetworksLHDefaultBIPL1	17Networks_LH_DefaultB_IPL_1	205	62	83	255
127	17NetworksLHDefaultBIPL2	17Networks_LH_DefaultB_IPL_2	205	62	84	255
128	17NetworksLHDefaultBPFCd1	17Networks_LH_DefaultB_PFCd_1	205	63	77	255
129	17NetworksLHDefaultBPFCd2	17Networks_LH_DefaultB_PFCd_2	205	63	79	255
130	17NetworksLHDefaultBPFCd3	17Networks_LH_DefaultB_PFCd_3	205	63	80	255
131	17NetworksLHDefaultBPFCd4	17Networks_LH_DefaultB_PFCd_4	205	63	81	255
132	17NetworksLHDefaultBPFCd5	17Networks_LH_DefaultB_PFCd_5	205	63	82	255
133	17NetworksLHDefaultBPFCl1	17Networks_LH_DefaultB_PFCl_1	205	63	83	255
134	17NetworksLHDefaultBPFCl2	17Networks_LH_DefaultB_PFCl_2	205	63	84	255
135	17NetworksLHDefaultBPFCv1	17Networks_LH_DefaultB_PFCv_1	206	62	77	255
136	17NetworksLHDefaultBPFCv2	17Networks_LH_DefaultB_PFCv_2	206	62	79	255
137	17NetworksLHDefaultBPFCv3	17Networks_LH_DefaultB_PFCv_3	206	62	80	255
138	17NetworksLHDefaultBPFCv4	17Networks_LH_DefaultB_PFCv_4	206	62	81	255
139	17NetworksLHDefaultBPFCv5	17Networks_LH_DefaultB_PFCv_5	206	62	82	255
140	17NetworksLHDefaultCIPL1	17Networks_LH_DefaultC_IPL_1	0	0	131	255
141	17NetworksLHDefaultCRsp1	17Networks_LH_DefaultC_Rsp_1	0	0	132	255
142	17NetworksLHDefaultCRsp2	17Networks_LH_DefaultC_Rsp_2	0	0	133	255
143	17NetworksLHDefaultCPHC1	17Networks_LH_DefaultC_PHC_1	0	1	131	255
144	17NetworksLHDefaultCPHC2	17Networks_LH_DefaultC_PHC_2	0	1	132	255
145	17NetworksLHDefaultCPHC3	17Networks_LH_DefaultC_PHC_3	0	1	133	255
146	17NetworksLHTempPar1	17Networks_LH_TempPar_1	12	48	254	255
147	17NetworksLHTempPar2	17Networks_LH_TempPar_2	9	41	249	255
148	17NetworksLHTempPar3	17Networks_LH_TempPar_3	9	41	250	255
149	17NetworksLHTempPar4	17Networks_LH_TempPar_4	9	41	251	255
150	17NetworksLHTempPar5	17Networks_LH_TempPar_5	9	41	252	255
151	17NetworksRHVisCentExStr1	17Networks_RH_VisCent_ExStr_1	120	19	131	255
152	17NetworksRHVisCentExStr2	17Networks_RH_VisCent_ExStr_2	120	19	132	255
153	17NetworksRHVisCentExStr3	17Networks_RH_VisCent_ExStr_3	120	19	133	255
154	17NetworksRHVisCentExStr4	17Networks_RH_VisCent_ExStr_4	120	19	134	255
155	17NetworksRHVisCentExStr5	17Networks_RH_VisCent_ExStr_5	120	19	136	255
156	17NetworksRHVisCentExStr6	17Networks_RH_VisCent_ExStr_6	120	19	137	255
157	17NetworksRHVisCentExStr7	17Networks_RH_VisCent_ExStr_7	120	19	138	255
158	17NetworksRHVisCentExStr8	17Networks_RH_VisCent_ExStr_8	120	19	139	255
159	17NetworksRHVisCentExStr9	17Networks_RH_VisCent_ExStr_9	120	19	140	255
160	17NetworksRHVisCentExStr10	17Networks_RH_VisCent_ExStr_10	120	19	141	255
161	17NetworksRHVisCentExStr11	17Networks_RH_VisCent_ExStr_11	120	19	142	255
162	17NetworksRHVisPeriExStrSup1	17Networks_RH_VisPeri_ExStrSup_1	254	0	0	255
163	17NetworksRHVisPeriExStrSup2	17Networks_RH_VisPeri_ExStrSup_2	254	0	2	255
164	17NetworksRHVisPeriExStrSup3	17Networks_RH_VisPeri_ExStrSup_3	254	0	3	255
165	17NetworksRHVisPeriExStrSup4	17Networks_RH_VisPeri_ExStrSup_4	254	0	4	255
166	17NetworksRHVisPeriExStrSup5	17Networks_RH_VisPeri_ExStrSup_5	254	0	5	255
167	17NetworksRHVisPeriExStrSup6	17Networks_RH_VisPeri_ExStrSup_6	254	0	6	255
168	17NetworksRHVisPeriExStrSup7	17Networks_RH_VisPeri_ExStrSup_7	254	0	7	255
169	17NetworksRHVisPeriExStrSup8	17Networks_RH_VisPeri_ExStrSup_8	254	0	8	255
170	17NetworksRHVisPeriExStrSup9	17Networks_RH_VisPeri_ExStrSup_9	254	1	1	255
171	17NetworksRHSomMotA1	17Networks_RH_SomMotA_1	70	131	175	255
172	17NetworksRHSomMotA2	17Networks_RH_SomMotA_2	70	131	176	255
173	17NetworksRHSomMotA3	17Networks_RH_SomMotA_3	70	131	177	255
174	17NetworksRHSomMotA4	17Networks_RH_SomMotA_4	70	131	178	255
175	17NetworksRHSomMotA5	17Networks_RH_SomMotA_5	70	131	179	255
176	17NetworksRHSomMotA6	17Networks_RH_SomMotA_6	70	131	180	255
177	17NetworksRHSomMotA7	17Networks_RH_SomMotA_7	70	131	182	255
178	17NetworksRHSomMotA8	17Networks_RH_SomMotA_8	70	131	183	255
179	17NetworksRHSomMotA9	17Networks_RH_SomMotA_9	70	131	184	255
180	17NetworksRHSomMotA10	17Networks_RH_SomMotA_10	70	131	185	255
181	17NetworksRHSomMotA11	17Networks_RH_SomMotA_11	70	131	186	255
182	17NetworksRHSomMotA12	17Networks_RH_SomMotA_12	70	131	187	255
183	17NetworksRHSomMotA13	17Networks_RH_SomMotA_13	70	131	188	255
184	17NetworksRHSomMotA14	17Networks_RH_SomMotA_14	70	132	181	255
185	17NetworksRHSomMotA15	17Networks_RH_SomMotA_15	70	132	182	255
186	17NetworksRHSomMotBS21	17Networks_RH_SomMotB_S2_1	43	205	161	255
187	17NetworksRHSomMotBS22	17Networks_RH_SomMotB_S2_2	43	205	162	255
188	17NetworksRHSomMotBS23	17Networks_RH_SomMotB_S2_3	43	205	163	255
189	17NetworksRHSomMotBS24	17Networks_RH_SomMotB_S2_4	43	205	165	255
190	17NetworksRHSomMotBS25	17Networks_RH_SomMotB_S2_5	43	205	166	255
191	17NetworksRHSomMotBS26	17Networks_RH_SomMotB_S2_6	43	205	167	255
192	17NetworksRHSomMotBS27	17Networks_RH_SomMotB_S2_7	43	205	168	255
193	17NetworksRHSomMotBS28	17Networks_RH_SomMotB_S2_8	43	205	169	255
194	17NetworksRHSomMotBS29	17Networks_RH_SomMotB_S2_9	43	205	170	255
195	17NetworksRHDorsAttnATempOcc1	17Networks_RH_DorsAttnA_TempOcc_1	74	156	62	255
196	17NetworksRHDorsAttnATempOcc2	17Networks_RH_DorsAttnA_TempOcc_2	74	156	63	255
197	17NetworksRHDorsAttnATempOcc3	17Networks_RH_DorsAttnA_TempOcc_3	74	156	64	255
198	17NetworksRHDorsAttnASPL1	17Networks_RH_DorsAttnA_SPL_1	75	155	60	255
199	17NetworksRHDorsAttnASPL2	17Networks_RH_DorsAttnA_SPL_2	75	155	62	255
200	17NetworksRHDorsAttnASPL3	17Networks_RH_DorsAttnA_SPL_3	75	155	63	255
201	17NetworksRHDorsAttnASPL4	17Networks_RH_DorsAttnA_SPL_4	75	155	64	255
202	17NetworksRHDorsAttnASPL5	17Networks_RH_DorsAttnA_SPL_5	75	155	65	255
203	17NetworksRHDorsAttnBPostC1	17Networks_RH_DorsAttnB_PostC_1	1	118	14	255
204	17NetworksRHDorsAttnBPostC2	17Networks_RH_DorsAttnB_PostC_2	1	118	16	255
205	17NetworksRHDorsAttnBPostC3	17Networks_RH_DorsAttnB_PostC_3	1	118	17	255
206	17NetworksRHDorsAttnBPostC4	17Networks_RH_DorsAttnB_PostC_4	1	118	18	255
207	17NetworksRHDorsAttnBPostC5	17Networks_RH_DorsAttnB_PostC_5	1	118	19	255
208	17NetworksRHDorsAttnBPostC6	17Networks_RH_DorsAttnB_PostC_6	1	118	20	255
209	17NetworksRHDorsAttnBFEF1	17Networks_RH_DorsAttnB_FEF_1	1	119	15	255
210	17NetworksRHDorsAttnBFEF2	17Networks_RH_DorsAttnB_FEF_2	1	119	16	255
211	17NetworksRHSalVentAttnAParOper1	17Networks_RH_SalVentAttnA_ParOper_1	196	58	250	255
212	17NetworksRHSalVentAttnAParOper2	17Networks_RH_SalVentAttnA_ParOper_2	196	58	251	255
213	17NetworksRHSalVentAttnAParOper3	17Networks_RH_SalVentAttnA_ParOper_3	196	58	252	255
214	17NetworksRHSalVentAttnAParOper4	17Networks_RH_SalVentAttnA_ParOper_4	196	58	253	255
215	17NetworksRHSalVentAttnAPrC1	17Networks_RH_SalVentAttnA_PrC_1	196	57	251	255
216	17NetworksRHSalVentAttnAIns1	17Networks_RH_SalVentAttnA_Ins_1	195	58	251	255
217	17NetworksRHSalVentAttnAIns2	17Networks_RH_SalVentAttnA_Ins_2	195	58	252	255
218	17NetworksRHSalVentAttnAIns3	17Networks_RH_SalVentAttnA_Ins_3	195	58	253	255
219	17NetworksRHSalVentAttnAIns4	17Networks_RH_SalVentAttnA_Ins_4	195	58	254	255
220	17NetworksRHSalVentAttnAFrMed1	17Networks_RH_SalVentAttnA_FrMed_1	195	57	249	255
221	17NetworksRHSalVentAttnAFrMed2	17Networks_RH_SalVentAttnA_FrMed_2	195	57	251	255
222	17NetworksRHSalVentAttnAFrMed3	17Networks_RH_SalVentAttnA_FrMed_3	195	57	252	255
223	17NetworksRHSalVentAttnAFrMed4	17Networks_RH_SalVentAttnA_FrMed_4	195	57	253	255
224	17NetworksRHSalVentAttnAFrMed5	17Networks_RH_SalVentAttnA_FrMed_5	195	57	254	255
225	17NetworksRHSalVentAttnAFrMed6	17Networks_RH_SalVentAttnA_FrMed_6	195	57	255	255
226	17NetworksRHSalVentAttnBIPL1	17Networks_RH_SalVentAttnB_IPL_1	254	152	214	255
227	17NetworksRHSalVentAttnBPFCl1	17Networks_RH_SalVentAttnB_PFCl_1	254	151	214	255
228	17NetworksRHSalVentAttnBPFCl2	17Networks_RH_SalVentAttnB_PFCl_2	254	151	215	255
229	17NetworksRHSalVentAttnBPFCl3	17Networks_RH_SalVentAttnB_PFCl_3	254	151	216	255
230	17NetworksRHSalVentAttnBPFCv1	17Networks_RH_SalVentAttnB_PFCv_1	254	152	215	255
231	17NetworksRHSalVentAttnBPFCv2	17Networks_RH_SalVentAttnB_PFCv_2	254	152	216	255
232	17NetworksRHSalVentAttnBPFCmp1	17Networks_RH_SalVentAttnB_PFCmp_1	254	153	214	255
233	17NetworksRHSalVentAttnBPFCmp2	17Networks_RH_SalVentAttnB_PFCmp_2	254	153	215	255
234	17NetworksRHLimbicOFC1	17Networks_RH_Limbic_OFC_1	122	135	50	255
235	17NetworksRHLimbicOFC2	17Networks_RH_Limbic_OFC_2	122	135	52	255
236	17NetworksRHLimbicOFC3	17Networks_RH_Limbic_OFC_3	122	135	53	255
237	17NetworksRHLimbicOFC4	17Networks_RH_Limbic_OFC_4	122	135	54	255
238	17NetworksRHLimbicOFC5	17Networks_RH_Limbic_OFC_5	122	135	55	255
239	17NetworksRHLimbicTempPole1	17Networks_RH_Limbic_TempPole_1	220	248	164	255
240	17NetworksRHLimbicTempPole2	17Networks_RH_Limbic_TempPole_2	220	248	166	255
241	17NetworksRHLimbicTempPole3	17Networks_RH_Limbic_TempPole_3	220	248	167	255
242	17NetworksRHLimbicTempPole4	17Networks_RH_Limbic_TempPole_4	220	248	168	255
243	17NetworksRHLimbicTempPole5	17Networks_RH_Limbic_TempPole_5	220	248	169	255
244	17NetworksRHLimbicTempPole6	17Networks_RH_Limbic_TempPole_6	220	248	170	255
245	17NetworksRHContATemp1	17Networks_RH_ContA_Temp_1	230	148	34	255
246	17NetworksRHContAIPS1	17Networks_RH_ContA_IPS_1	230	147	35	255
247	17NetworksRHContAIPS2	17Networks_RH_ContA_IPS_2	230	147	36	255
248	17NetworksRHContAIPS3	17Networks_RH_ContA_IPS_3	230	147	37	255
249	17NetworksRHContAPFCd1	17Networks_RH_ContA_PFCd_1	230	147	34	255
250	17NetworksRHContAPFCl1	17Networks_RH_ContA_PFCl_1	229	148	35	255
251	17NetworksRHContAPFCl2	17Networks_RH_ContA_PFCl_2	229	148	36	255
252	17NetworksRHContAPFCl3	17Networks_RH_ContA_PFCl_3	229	148	37	255
253	17NetworksRHContAPFCl4	17Networks_RH_ContA_PFCl_4	229	148	38	255
254	17NetworksRHContACinga1	17Networks_RH_ContA_Cinga_1	229	148	34	255
255	17NetworksRHContBTemp1	17Networks_RH_ContB_Temp_1	136	51	76	255
256	17NetworksRHContBIPL1	17Networks_RH_ContB_IPL_1	135	50	74	255
257	17NetworksRHContBIPL2	17Networks_RH_ContB_IPL_2	135	50	75	255
258	17NetworksRHContBIPL3	17Networks_RH_ContB_IPL_3	135	50	76	255
259	17NetworksRHContBPFCld1	17Networks_RH_ContB_PFCld_1	135	49	75	255
260	17NetworksRHContBPFCld2	17Networks_RH_ContB_PFCld_2	135	49	76	255
261	17NetworksRHContBPFCld3	17Networks_RH_ContB_PFCld_3	135	49	77	255
262	17NetworksRHContBPFClv1	17Networks_RH_ContB_PFClv_1	135	49	74	255
263	17NetworksRHContBPFClv2	17Networks_RH_ContB_PFClv_2	135	49	78	255
264	17NetworksRHContBPFClv3	17Networks_RH_ContB_PFClv_3	135	49	79	255
265	17NetworksRHContBPFClv4	17Networks_RH_ContB_PFClv_4	135	49	80	255
266	17NetworksRHContBPFCmp1	17Networks_RH_ContB_PFCmp_1	134	50	75	255
267	17NetworksRHContCpCun1	17Networks_RH_ContC_pCun_1	119	141	177	255
268	17NetworksRHContCpCun2	17Networks_RH_ContC_pCun_2	119	141	178	255
269	17NetworksRHContCpCun3	17Networks_RH_ContC_pCun_3	119	141	179	255
270	17NetworksRHContCCingp1	17Networks_RH_ContC_Cingp_1	119	141	180	255
271	17NetworksRHDefaultATemp1	17Networks_RH_DefaultA_Temp_1	254	255	2	255
272	17NetworksRHDefaultAIPL1	17Networks_RH_DefaultA_IPL_1	255	254	2	255
273	17NetworksRHDefaultAIPL2	17Networks_RH_DefaultA_IPL_2	255	254	3	255
274	17NetworksRHDefaultAPFCd1	17Networks_RH_DefaultA_PFCd_1	255	255	3	255
275	17NetworksRHDefaultAPCC1	17Networks_RH_DefaultA_PCC_1	255	253	1	255
276	17NetworksRHDefaultAPCC2	17Networks_RH_DefaultA_PCC_2	255	253	2	255
277	17NetworksRHDefaultAPCC3	17Networks_RH_DefaultA_PCC_3	255	253	3	255
278	17NetworksRHDefaultAPFCm1	17Networks_RH_DefaultA_PFCm_1	253	255	1	255
279	17NetworksRHDefaultAPFCm2	17Networks_RH_DefaultA_PFCm_2	253	255	2	255
280	17NetworksRHDefaultAPFCm3	17Networks_RH_DefaultA_PFCm_3	253	255	3	255
281	17NetworksRHDefaultAPFCm4	17Networks_RH_DefaultA_PFCm_4	253	255	4	255
282	17NetworksRHDefaultAPFCm5	17Networks_RH_DefaultA_PFCm_5	253	255	5	255
283	17NetworksRHDefaultBTemp1	17Networks_RH_DefaultB_Temp_1	206	62	80	255
284	17NetworksRHDefaultBAntTemp1	17Networks_RH_DefaultB_AntTemp_1	206	63	79	255
285	17NetworksRHDefaultBPFCd1	17Networks_RH_DefaultB_PFCd_1	206	63	80	255
286	17NetworksRHDefaultBPFCd2	17Networks_RH_DefaultB_PFCd_2	206	63	81	255
287	17NetworksRHDefaultBPFCv1	17Networks_RH_DefaultB_PFCv_1	205	62	78	255
288	17NetworksRHDefaultBPFCv2	17Networks_RH_DefaultB_PFCv_2	205	62	79	255
289	17NetworksRHDefaultBPFCv3	17Networks_RH_DefaultB_PFCv_3	205	62	80	255
290	17NetworksRHDefaultCIPL1	17Networks_RH_DefaultC_IPL_1	0	1	132	255
291	17NetworksRHDefaultCRsp1	17Networks_RH_DefaultC_Rsp_1	1	0	131	255
292	17NetworksRHDefaultCRsp2	17Networks_RH_DefaultC_Rsp_2	1	0	132	255
293	17NetworksRHDefaultCPHC1	17Networks_RH_DefaultC_PHC_1	1	0	133	255
294	17NetworksRHTempPar1	17Networks_RH_TempPar_1	12	48	252	255
295	17NetworksRHTempPar2	17Networks_RH_TempPar_2	12	48	253	255
296	17NetworksRHTempPar3	17Networks_RH_TempPar_3	12	48	255	255
