0	???	Unknown	0	0	0	0
80	17NetworksLHSomMotA14	17Networks_LH_SomMotA_14	70	130	174	255
81	17NetworksLHSomMotA15	17Networks_LH_SomMotA_15	70	130	175	255
82	17NetworksLHSomMotA16	17Networks_LH_SomMotA_16	70	130	176	255
83	17NetworksLHSomMotA17	17Networks_LH_SomMotA_17	70	130	177	255
84	17NetworksLHSomMotA18	17Networks_LH_SomMotA_18	70	130	178	255
85	17NetworksLHSomMotA19	17Networks_LH_SomMotA_19	70	130	179	255
86	17NetworksLHSomMotA20	17Networks_LH_SomMotA_20	70	130	181	255
87	17NetworksLHSomMotA21	17Networks_LH_SomMotA_21	70	130	182	255
88	17NetworksLHSomMotA22	17Networks_LH_SomMotA_22	70	130	183	255
89	17NetworksLHSomMotA23	17Networks_LH_SomMotA_23	70	130	184	255
90	17NetworksLHSomMotA24	17Networks_LH_SomMotA_24	70	130	185	255
91	17NetworksLHSomMotA25	17Networks_LH_SomMotA_25	70	130	186	255
92	17NetworksLHSomMotA26	17Networks_LH_SomMotA_26	70	130	187	255
93	17NetworksLHSomMotA27	17Networks_LH_SomMotA_27	70	131	180	255
94	17NetworksLHSomMotA28	17Networks_LH_SomMotA_28	70	131	181	255
95	17NetworksLHSomMotA29	17Networks_LH_SomMotA_29	70	131	182	255
96	17NetworksLHSomMotA30	17Networks_LH_SomMotA_30	70	131	183	255
97	17NetworksLHSomMotA31	17Networks_LH_SomMotA_31	70	131	184	255
98	17NetworksLHSomMotA32	17Networks_LH_SomMotA_32	70	131	185	255
99	17NetworksLHSomMotA33	17Networks_LH_SomMotA_33	70	131	186	255
100	17NetworksLHSomMotA34	17Networks_LH_SomMotA_34	70	131	187	255
101	17NetworksLHSomMotA35	17Networks_LH_SomMotA_35	70	132	180	255
102	17NetworksLHSomMotA36	17Networks_LH_SomMotA_36	70	132	181	255
103	17NetworksLHSomMotA37	17Networks_LH_SomMotA_37	70	132	182	255
104	17NetworksLHSomMotA38	17Networks_LH_SomMotA_38	70	132	183	255
105	17NetworksLHSomMotA39	17Networks_LH_SomMotA_39	70	132	184	255
106	17NetworksLHSomMotA40	17Networks_LH_SomMotA_40	70	132	185	255
107	17NetworksLHSomMotA41	17Networks_LH_SomMotA_41	70	132	186	255
108	17NetworksLHSomMotA42	17Networks_LH_SomMotA_42	70	132	187	255
109	17NetworksLHSomMotBAud1	17Networks_LH_SomMotB_Aud_1	43	202	162	255
110	17NetworksLHSomMotBAud2	17Networks_LH_SomMotB_Aud_2	43	202	163	255
111	17NetworksLHSomMotBAud3	17Networks_LH_SomMotB_Aud_3	43	202	164	255
112	17NetworksLHSomMotBAud4	17Networks_LH_SomMotB_Aud_4	43	203	157	255
113	17NetworksLHSomMotBAud5	17Networks_LH_SomMotB_Aud_5	43	203	158	255
114	17NetworksLHSomMotBAud6	17Networks_LH_SomMotB_Aud_6	43	203	159	255
115	17NetworksLHSomMotBAud7	17Networks_LH_SomMotB_Aud_7	43	203	160	255
116	17NetworksLHSomMotBAud8	17Networks_LH_SomMotB_Aud_8	43	203	161	255
117	17NetworksLHSomMotBAud9	17Networks_LH_SomMotB_Aud_9	43	203	162	255
118	17NetworksLHSomMotBAud10	17Networks_LH_SomMotB_Aud_10	43	203	163	255
119	17NetworksLHSomMotBAud11	17Networks_LH_SomMotB_Aud_11	43	203	164	255
120	17NetworksLHSomMotBAud12	17Networks_LH_SomMotB_Aud_12	43	204	157	255
121	17NetworksLHSomMotBAud13	17Networks_LH_SomMotB_Aud_13	43	204	158	255
122	17NetworksLHSomMotBAud14	17Networks_LH_SomMotB_Aud_14	43	204	159	255
123	17NetworksLHSomMotBAud15	17Networks_LH_SomMotB_Aud_15	43	204	160	255
124	17NetworksLHSomMotBAud16	17Networks_LH_SomMotB_Aud_16	43	204	161	255
125	17NetworksLHSomMotBAud17	17Networks_LH_SomMotB_Aud_17	43	204	162	255
126	17NetworksLHSomMotBAud18	17Networks_LH_SomMotB_Aud_18	43	204	163	255
127	17NetworksLHSomMotBAud19	17Networks_LH_SomMotB_Aud_19	43	204	165	255
128	17NetworksLHSomMotBAud20	17Networks_LH_SomMotB_Aud_20	43	204	166	255
129	17NetworksLHSomMotBAud21	17Networks_LH_SomMotB_Aud_21	43	204	167	255
130	17NetworksLHSomMotBAud22	17Networks_LH_SomMotB_Aud_22	43	204	168	255
131	17NetworksLHSomMotBAud23	17Networks_LH_SomMotB_Aud_23	43	204	169	255
132	17NetworksLHSomMotBAud24	17Networks_LH_SomMotB_Aud_24	43	204	170	255
133	17NetworksLHSomMotBAud25	17Networks_LH_SomMotB_Aud_25	43	204	171	255
134	17NetworksLHSomMotBAud26	17Networks_LH_SomMotB_Aud_26	43	205	164	255
135	17NetworksLHSomMotBAud27	17Networks_LH_SomMotB_Aud_27	43	205	165	255
136	17NetworksLHSomMotBAud28	17Networks_LH_SomMotB_Aud_28	43	205	166	255
137	17NetworksLHSomMotBAud29	17Networks_LH_SomMotB_Aud_29	43	205	167	255
138	17NetworksLHSomMotBAud30	17Networks_LH_SomMotB_Aud_30	43	205	168	255
139	17NetworksLHSomMotBAud31	17Networks_LH_SomMotB_Aud_31	43	205	169	255
140	17NetworksLHSomMotBAud32	17Networks_LH_SomMotB_Aud_32	43	205	170	255
141	17NetworksLHSomMotBAud33	17Networks_LH_SomMotB_Aud_33	43	205	171	255
142	17NetworksLHSomMotBAud34	17Networks_LH_SomMotB_Aud_34	43	206	164	255
143	17NetworksLHSomMotBAud35	17Networks_LH_SomMotB_Aud_35	43	206	165	255
144	17NetworksLHSomMotBAud36	17Networks_LH_SomMotB_Aud_36	43	206	166	255
145	17NetworksLHSomMotBAud37	17Networks_LH_SomMotB_Aud_37	43	206	167	255
146	17NetworksLHSomMotBAud38	17Networks_LH_SomMotB_Aud_38	43	206	168	255
147	17NetworksLHSomMotBAud39	17Networks_LH_SomMotB_Aud_39	43	206	169	255
148	17NetworksLHDorsAttnATempOcc1	17Networks_LH_DorsAttnA_TempOcc_1	74	155	57	255
149	17NetworksLHDorsAttnATempOcc2	17Networks_LH_DorsAttnA_TempOcc_2	74	155	58	255
150	17NetworksLHDorsAttnATempOcc3	17Networks_LH_DorsAttnA_TempOcc_3	74	155	59	255
151	17NetworksLHDorsAttnATempOcc4	17Networks_LH_DorsAttnA_TempOcc_4	74	155	61	255
152	17NetworksLHDorsAttnATempOcc5	17Networks_LH_DorsAttnA_TempOcc_5	74	155	62	255
153	17NetworksLHDorsAttnATempOcc6	17Networks_LH_DorsAttnA_TempOcc_6	74	155	63	255
154	17NetworksLHDorsAttnATempOcc7	17Networks_LH_DorsAttnA_TempOcc_7	74	155	64	255
155	17NetworksLHDorsAttnATempOcc8	17Networks_LH_DorsAttnA_TempOcc_8	74	155	65	255
156	17NetworksLHDorsAttnATempOcc9	17Networks_LH_DorsAttnA_TempOcc_9	74	155	66	255
157	17NetworksLHDorsAttnASPL1	17Networks_LH_DorsAttnA_SPL_1	74	155	60	255
158	17NetworksLHDorsAttnASPL2	17Networks_LH_DorsAttnA_SPL_2	74	156	53	255
159	17NetworksLHDorsAttnASPL3	17Networks_LH_DorsAttnA_SPL_3	74	156	54	255
160	17NetworksLHDorsAttnASPL4	17Networks_LH_DorsAttnA_SPL_4	74	156	55	255
161	17NetworksLHDorsAttnASPL5	17Networks_LH_DorsAttnA_SPL_5	74	156	56	255
162	17NetworksLHDorsAttnASPL6	17Networks_LH_DorsAttnA_SPL_6	74	156	57	255
163	17NetworksLHDorsAttnASPL7	17Networks_LH_DorsAttnA_SPL_7	74	156	58	255
164	17NetworksLHDorsAttnASPL8	17Networks_LH_DorsAttnA_SPL_8	74	156	59	255
165	17NetworksLHDorsAttnASPL9	17Networks_LH_DorsAttnA_SPL_9	74	156	61	255
166	17NetworksLHDorsAttnASPL10	17Networks_LH_DorsAttnA_SPL_10	74	156	62	255
167	17NetworksLHDorsAttnASPL11	17Networks_LH_DorsAttnA_SPL_11	74	156	63	255
168	17NetworksLHDorsAttnASPL12	17Networks_LH_DorsAttnA_SPL_12	74	156	64	255
169	17NetworksLHDorsAttnASPL13	17Networks_LH_DorsAttnA_SPL_13	74	156	65	255
170	17NetworksLHDorsAttnASPL14	17Networks_LH_DorsAttnA_SPL_14	74	156	66	255
171	17NetworksLHDorsAttnASPL15	17Networks_LH_DorsAttnA_SPL_15	74	156	67	255
172	17NetworksLHDorsAttnASPL16	17Networks_LH_DorsAttnA_SPL_16	74	157	60	255
173	17NetworksLHDorsAttnASPL17	17Networks_LH_DorsAttnA_SPL_17	74	157	61	255
174	17NetworksLHDorsAttnASPL18	17Networks_LH_DorsAttnA_SPL_18	74	157	62	255
175	17NetworksLHDorsAttnASPL19	17Networks_LH_DorsAttnA_SPL_19	74	157	63	255
176	17NetworksLHDorsAttnASPL20	17Networks_LH_DorsAttnA_SPL_20	74	157	64	255
177	17NetworksLHDorsAttnASPL21	17Networks_LH_DorsAttnA_SPL_21	74	157	65	255
178	17NetworksLHDorsAttnASPL22	17Networks_LH_DorsAttnA_SPL_22	74	157	66	255
179	17NetworksLHDorsAttnASPL23	17Networks_LH_DorsAttnA_SPL_23	74	157	67	255
180	17NetworksLHDorsAttnASPL24	17Networks_LH_DorsAttnA_SPL_24	74	158	60	255
181	17NetworksLHDorsAttnASPL25	17Networks_LH_DorsAttnA_SPL_25	74	158	61	255
182	17NetworksLHDorsAttnBTempOcc1	17Networks_LH_DorsAttnB_TempOcc_1	0	118	15	255
183	17NetworksLHDorsAttnBTempOcc2	17Networks_LH_DorsAttnB_TempOcc_2	0	118	16	255
184	17NetworksLHDorsAttnBPostC1	17Networks_LH_DorsAttnB_PostC_1	0	118	8	255
185	17NetworksLHDorsAttnBPostC2	17Networks_LH_DorsAttnB_PostC_2	0	118	9	255
186	17NetworksLHDorsAttnBPostC3	17Networks_LH_DorsAttnB_PostC_3	0	118	10	255
187	17NetworksLHDorsAttnBPostC4	17Networks_LH_DorsAttnB_PostC_4	0	118	11	255
188	17NetworksLHDorsAttnBPostC5	17Networks_LH_DorsAttnB_PostC_5	0	118	12	255
189	17NetworksLHDorsAttnBPostC6	17Networks_LH_DorsAttnB_PostC_6	0	118	13	255
190	17NetworksLHDorsAttnBPostC7	17Networks_LH_DorsAttnB_PostC_7	0	118	14	255
191	17NetworksLHDorsAttnBPostC8	17Networks_LH_DorsAttnB_PostC_8	0	118	17	255
192	17NetworksLHDorsAttnBPostC9	17Networks_LH_DorsAttnB_PostC_9	0	118	18	255
193	17NetworksLHDorsAttnBPostC10	17Networks_LH_DorsAttnB_PostC_10	0	118	19	255
194	17NetworksLHDorsAttnBPostC11	17Networks_LH_DorsAttnB_PostC_11	0	118	20	255
195	17NetworksLHDorsAttnBPostC12	17Networks_LH_DorsAttnB_PostC_12	0	118	21	255
196	17NetworksLHDorsAttnBPostC13	17Networks_LH_DorsAttnB_PostC_13	0	118	22	255
197	17NetworksLHDorsAttnBPostC14	17Networks_LH_DorsAttnB_PostC_14	0	119	15	255
198	17NetworksLHDorsAttnBPostC15	17Networks_LH_DorsAttnB_PostC_15	0	119	16	255
199	17NetworksLHDorsAttnBPostC16	17Networks_LH_DorsAttnB_PostC_16	0	119	17	255
200	17NetworksLHDorsAttnBPostC17	17Networks_LH_DorsAttnB_PostC_17	0	119	18	255
201	17NetworksLHDorsAttnBPostC18	17Networks_LH_DorsAttnB_PostC_18	0	119	19	255
202	17NetworksLHDorsAttnBFEF1	17Networks_LH_DorsAttnB_FEF_1	0	119	12	255
203	17NetworksLHDorsAttnBFEF2	17Networks_LH_DorsAttnB_FEF_2	0	119	13	255
204	17NetworksLHDorsAttnBFEF3	17Networks_LH_DorsAttnB_FEF_3	0	119	20	255
205	17NetworksLHDorsAttnBFEF4	17Networks_LH_DorsAttnB_FEF_4	0	119	21	255
206	17NetworksLHDorsAttnBFEF5	17Networks_LH_DorsAttnB_FEF_5	0	120	14	255
207	17NetworksLHDorsAttnBFEF6	17Networks_LH_DorsAttnB_FEF_6	0	120	15	255
208	17NetworksLHDorsAttnBFEF7	17Networks_LH_DorsAttnB_FEF_7	0	120	16	255
209	17NetworksLHDorsAttnBPrCv1	17Networks_LH_DorsAttnB_PrCv_1	0	119	22	255
210	17NetworksLHDorsAttnBPrCv2	17Networks_LH_DorsAttnB_PrCv_2	0	120	17	255
211	17NetworksLHSalVentAttnAParOper1	17Networks_LH_SalVentAttnA_ParOper_1	196	58	248	255
212	17NetworksLHSalVentAttnAParOper2	17Networks_LH_SalVentAttnA_ParOper_2	196	58	249	255
213	17NetworksLHSalVentAttnAParOper3	17Networks_LH_SalVentAttnA_ParOper_3	196	58	251	255
214	17NetworksLHSalVentAttnAParOper4	17Networks_LH_SalVentAttnA_ParOper_4	196	58	252	255
215	17NetworksLHSalVentAttnAParOper5	17Networks_LH_SalVentAttnA_ParOper_5	196	58	253	255
216	17NetworksLHSalVentAttnAParOper6	17Networks_LH_SalVentAttnA_ParOper_6	196	58	254	255
217	17NetworksLHSalVentAttnAParOper7	17Networks_LH_SalVentAttnA_ParOper_7	196	58	255	255
218	17NetworksLHSalVentAttnAIns1	17Networks_LH_SalVentAttnA_Ins_1	196	59	243	255
219	17NetworksLHSalVentAttnAIns2	17Networks_LH_SalVentAttnA_Ins_2	196	59	244	255
220	17NetworksLHSalVentAttnAIns3	17Networks_LH_SalVentAttnA_Ins_3	196	59	245	255
221	17NetworksLHSalVentAttnAIns4	17Networks_LH_SalVentAttnA_Ins_4	196	59	246	255
222	17NetworksLHSalVentAttnAIns5	17Networks_LH_SalVentAttnA_Ins_5	196	59	247	255
223	17NetworksLHSalVentAttnAIns6	17Networks_LH_SalVentAttnA_Ins_6	196	59	248	255
224	17NetworksLHSalVentAttnAIns7	17Networks_LH_SalVentAttnA_Ins_7	196	59	249	255
225	17NetworksLHSalVentAttnAIns8	17Networks_LH_SalVentAttnA_Ins_8	196	59	251	255
226	17NetworksLHSalVentAttnAIns9	17Networks_LH_SalVentAttnA_Ins_9	196	59	252	255
227	17NetworksLHSalVentAttnAIns10	17Networks_LH_SalVentAttnA_Ins_10	196	59	253	255
228	17NetworksLHSalVentAttnAIns11	17Networks_LH_SalVentAttnA_Ins_11	196	59	254	255
229	17NetworksLHSalVentAttnAIns12	17Networks_LH_SalVentAttnA_Ins_12	196	59	255	255
230	17NetworksLHSalVentAttnAIns13	17Networks_LH_SalVentAttnA_Ins_13	193	52	250	255
231	17NetworksLHSalVentAttnAIns14	17Networks_LH_SalVentAttnA_Ins_14	193	53	243	255
232	17NetworksLHSalVentAttnAIns15	17Networks_LH_SalVentAttnA_Ins_15	193	53	244	255
233	17NetworksLHSalVentAttnAIns16	17Networks_LH_SalVentAttnA_Ins_16	193	53	245	255
234	17NetworksLHSalVentAttnAIns17	17Networks_LH_SalVentAttnA_Ins_17	193	53	246	255
235	17NetworksLHSalVentAttnAIns18	17Networks_LH_SalVentAttnA_Ins_18	193	53	247	255
236	17NetworksLHSalVentAttnAParMed1	17Networks_LH_SalVentAttnA_ParMed_1	196	59	250	255
237	17NetworksLHSalVentAttnAParMed2	17Networks_LH_SalVentAttnA_ParMed_2	193	52	249	255
238	17NetworksLHSalVentAttnAParMed3	17Networks_LH_SalVentAttnA_ParMed_3	193	52	251	255
239	17NetworksLHSalVentAttnAParMed4	17Networks_LH_SalVentAttnA_ParMed_4	193	53	248	255
240	17NetworksLHSalVentAttnAParMed5	17Networks_LH_SalVentAttnA_ParMed_5	193	53	249	255
241	17NetworksLHSalVentAttnAParMed6	17Networks_LH_SalVentAttnA_ParMed_6	193	53	250	255
242	17NetworksLHSalVentAttnAParMed7	17Networks_LH_SalVentAttnA_ParMed_7	193	53	251	255
243	17NetworksLHSalVentAttnAParMed8	17Networks_LH_SalVentAttnA_ParMed_8	193	54	244	255
244	17NetworksLHSalVentAttnAFrMed1	17Networks_LH_SalVentAttnA_FrMed_1	197	58	248	255
245	17NetworksLHSalVentAttnAFrMed2	17Networks_LH_SalVentAttnA_FrMed_2	197	58	249	255
246	17NetworksLHSalVentAttnAFrMed3	17Networks_LH_SalVentAttnA_FrMed_3	197	58	251	255
247	17NetworksLHSalVentAttnAFrMed4	17Networks_LH_SalVentAttnA_FrMed_4	197	58	252	255
248	17NetworksLHSalVentAttnAFrMed5	17Networks_LH_SalVentAttnA_FrMed_5	197	58	253	255
249	17NetworksLHSalVentAttnAFrMed6	17Networks_LH_SalVentAttnA_FrMed_6	197	58	254	255
250	17NetworksLHSalVentAttnAFrMed7	17Networks_LH_SalVentAttnA_FrMed_7	197	58	255	255
251	17NetworksLHSalVentAttnBIPL1	17Networks_LH_SalVentAttnB_IPL_1	255	152	214	255
252	17NetworksLHSalVentAttnBIPL2	17Networks_LH_SalVentAttnB_IPL_2	255	152	215	255
253	17NetworksLHSalVentAttnBPFCd1	17Networks_LH_SalVentAttnB_PFCd_1	255	152	216	255
254	17NetworksLHSalVentAttnBPFCl1	17Networks_LH_SalVentAttnB_PFCl_1	255	153	212	255
255	17NetworksLHSalVentAttnBPFCl2	17Networks_LH_SalVentAttnB_PFCl_2	255	153	214	255
256	17NetworksLHSalVentAttnBPFCl3	17Networks_LH_SalVentAttnB_PFCl_3	255	153	215	255
257	17NetworksLHSalVentAttnBPFCl4	17Networks_LH_SalVentAttnB_PFCl_4	255	153	216	255
258	17NetworksLHSalVentAttnBPFCl5	17Networks_LH_SalVentAttnB_PFCl_5	255	153	217	255
259	17NetworksLHSalVentAttnBPFCl6	17Networks_LH_SalVentAttnB_PFCl_6	255	153	218	255
260	17NetworksLHSalVentAttnBPFCv1	17Networks_LH_SalVentAttnB_PFCv_1	255	153	213	255
261	17NetworksLHSalVentAttnBPFCv2	17Networks_LH_SalVentAttnB_PFCv_2	255	153	219	255
262	17NetworksLHSalVentAttnBPFCv3	17Networks_LH_SalVentAttnB_PFCv_3	255	153	220	255
263	17NetworksLHSalVentAttnBPFCv4	17Networks_LH_SalVentAttnB_PFCv_4	255	153	221	255
264	17NetworksLHSalVentAttnBPFCv5	17Networks_LH_SalVentAttnB_PFCv_5	255	154	214	255
265	17NetworksLHSalVentAttnBPFCv6	17Networks_LH_SalVentAttnB_PFCv_6	255	154	215	255
266	17NetworksLHSalVentAttnBPFCv7	17Networks_LH_SalVentAttnB_PFCv_7	255	154	216	255
267	17NetworksLHSalVentAttnBPFCv8	17Networks_LH_SalVentAttnB_PFCv_8	255	154	217	255
268	17NetworksLHSalVentAttnBOFC1	17Networks_LH_SalVentAttnB_OFC_1	255	152	213	255
269	17NetworksLHSalVentAttnBPFCmp1	17Networks_LH_SalVentAttnB_PFCmp_1	255	151	214	255
270	17NetworksLHSalVentAttnBPFCmp2	17Networks_LH_SalVentAttnB_PFCmp_2	255	151	215	255
271	17NetworksLHSalVentAttnBPFCmp3	17Networks_LH_SalVentAttnB_PFCmp_3	255	151	216	255
272	17NetworksLHSalVentAttnBPFCmp4	17Networks_LH_SalVentAttnB_PFCmp_4	255	151	217	255
273	17NetworksLHLimbicOFC1	17Networks_LH_Limbic_OFC_1	122	135	44	255
274	17NetworksLHLimbicOFC2	17Networks_LH_Limbic_OFC_2	122	135	45	255
275	17NetworksLHLimbicOFC3	17Networks_LH_Limbic_OFC_3	122	135	46	255
276	17NetworksLHLimbicOFC4	17Networks_LH_Limbic_OFC_4	122	135	47	255
277	17NetworksLHLimbicOFC5	17Networks_LH_Limbic_OFC_5	122	135	48	255
278	17NetworksLHLimbicOFC6	17Networks_LH_Limbic_OFC_6	122	135	49	255
279	17NetworksLHLimbicOFC7	17Networks_LH_Limbic_OFC_7	122	135	51	255
280	17NetworksLHLimbicOFC8	17Networks_LH_Limbic_OFC_8	122	135	52	255
281	17NetworksLHLimbicOFC9	17Networks_LH_Limbic_OFC_9	122	135	53	255
282	17NetworksLHLimbicOFC10	17Networks_LH_Limbic_OFC_10	122	135	54	255
283	17NetworksLHLimbicOFC11	17Networks_LH_Limbic_OFC_11	122	135	55	255
284	17NetworksLHLimbicOFC12	17Networks_LH_Limbic_OFC_12	122	135	56	255
285	17NetworksLHLimbicOFC13	17Networks_LH_Limbic_OFC_13	122	135	57	255
286	17NetworksLHLimbicOFC14	17Networks_LH_Limbic_OFC_14	122	136	50	255
287	17NetworksLHLimbicOFC15	17Networks_LH_Limbic_OFC_15	122	136	51	255
