index	???	Unknow	r	g	b	a
150	17NetworksLHSalVentAttnAFrMed3	17Networks_LH_SalVentAttnA_FrMed_3	197	58	252	255
151	17NetworksLHSalVentAttnAFrMed4	17Networks_LH_SalVentAttnA_FrMed_4	197	58	253	255
152	17NetworksLHSalVentAttnAFrMed5	17Networks_LH_SalVentAttnA_FrMed_5	197	58	254	255
153	17NetworksLHSalVentAttnBPFCd1	17Networks_LH_SalVentAttnB_PFCd_1	255	152	215	255
154	17NetworksLHSalVentAttnBPFCl1	17Networks_LH_SalVentAttnB_PFCl_1	255	153	214	255
155	17NetworksLHSalVentAttnBPFCl2	17Networks_LH_SalVentAttnB_PFCl_2	255	153	215	255
156	17NetworksLHSalVentAttnBPFCl3	17Networks_LH_SalVentAttnB_PFCl_3	255	153	216	255
157	17NetworksLHSalVentAttnBPFCl4	17Networks_LH_SalVentAttnB_PFCl_4	255	153	217	255
158	17NetworksLHSalVentAttnBPFCv1	17Networks_LH_SalVentAttnB_PFCv_1	255	153	218	255
159	17NetworksLHSalVentAttnBPFCv2	17Networks_LH_SalVentAttnB_PFCv_2	255	153	219	255
160	17NetworksLHSalVentAttnBPFCv3	17Networks_LH_SalVentAttnB_PFCv_3	255	153	220	255
161	17NetworksLHSalVentAttnBPFCv4	17Networks_LH_SalVentAttnB_PFCv_4	255	153	221	255
162	17NetworksLHSalVentAttnBPFCmp1	17Networks_LH_SalVentAttnB_PFCmp_1	255	151	214	255
163	17NetworksLHSalVentAttnBPFCmp2	17Networks_LH_SalVentAttnB_PFCmp_2	255	151	215	255
164	17NetworksLHSalVentAttnBPFCmp3	17Networks_LH_SalVentAttnB_PFCmp_3	255	151	216	255
165	17NetworksLHLimbicOFC1	17Networks_LH_Limbic_OFC_1	122	135	47	255
166	17NetworksLHLimbicOFC2	17Networks_LH_Limbic_OFC_2	122	135	48	255
167	17NetworksLHLimbicOFC3	17Networks_LH_Limbic_OFC_3	122	135	49	255
168	17NetworksLHLimbicOFC4	17Networks_LH_Limbic_OFC_4	122	135	51	255
169	17NetworksLHLimbicOFC5	17Networks_LH_Limbic_OFC_5	122	135	52	255
170	17NetworksLHLimbicOFC6	17Networks_LH_Limbic_OFC_6	122	135	53	255
171	17NetworksLHLimbicOFC7	17Networks_LH_Limbic_OFC_7	122	135	54	255
172	17NetworksLHLimbicOFC8	17Networks_LH_Limbic_OFC_8	122	135	55	255
173	17NetworksLHLimbicOFC9	17Networks_LH_Limbic_OFC_9	122	135	56	255
174	17NetworksLHLimbicOFC10	17Networks_LH_Limbic_OFC_10	122	135	57	255
175	17NetworksLHLimbicTempPole1	17Networks_LH_Limbic_TempPole_1	220	248	160	255
176	17NetworksLHLimbicTempPole2	17Networks_LH_Limbic_TempPole_2	220	248	161	255
177	17NetworksLHLimbicTempPole3	17Networks_LH_Limbic_TempPole_3	220	248	162	255
178	17NetworksLHLimbicTempPole4	17Networks_LH_Limbic_TempPole_4	220	248	163	255
179	17NetworksLHLimbicTempPole5	17Networks_LH_Limbic_TempPole_5	220	248	165	255
180	17NetworksLHLimbicTempPole6	17Networks_LH_Limbic_TempPole_6	220	248	166	255
181	17NetworksLHLimbicTempPole7	17Networks_LH_Limbic_TempPole_7	220	248	167	255
182	17NetworksLHLimbicTempPole8	17Networks_LH_Limbic_TempPole_8	220	248	168	255
183	17NetworksLHLimbicTempPole9	17Networks_LH_Limbic_TempPole_9	220	248	169	255
184	17NetworksLHLimbicTempPole10	17Networks_LH_Limbic_TempPole_10	220	248	170	255
185	17NetworksLHLimbicTempPole11	17Networks_LH_Limbic_TempPole_11	220	248	171	255
186	17NetworksLHLimbicTempPole12	17Networks_LH_Limbic_TempPole_12	220	249	164	255
187	17NetworksLHContATemp1	17Networks_LH_ContA_Temp_1	230	148	35	255
188	17NetworksLHContATemp2	17Networks_LH_ContA_Temp_2	230	148	36	255
189	17NetworksLHContAIPS1	17Networks_LH_ContA_IPS_1	230	148	34	255
190	17NetworksLHContAIPS2	17Networks_LH_ContA_IPS_2	230	148	37	255
191	17NetworksLHContAIPS3	17Networks_LH_ContA_IPS_3	230	148	38	255
192	17NetworksLHContAIPS4	17Networks_LH_ContA_IPS_4	230	148	39	255
193	17NetworksLHContAIPS5	17Networks_LH_ContA_IPS_5	230	148	40	255
194	17NetworksLHContAIPS6	17Networks_LH_ContA_IPS_6	230	148	41	255
195	17NetworksLHContAPFCd1	17Networks_LH_ContA_PFCd_1	230	149	35	255
196	17NetworksLHContAPFCd2	17Networks_LH_ContA_PFCd_2	230	149	36	255
197	17NetworksLHContAPFCl1	17Networks_LH_ContA_PFCl_1	230	149	33	255
198	17NetworksLHContAPFCl2	17Networks_LH_ContA_PFCl_2	230	149	34	255
199	17NetworksLHContAPFCl3	17Networks_LH_ContA_PFCl_3	230	149	37	255
200	17NetworksLHContAPFCl4	17Networks_LH_ContA_PFCl_4	230	149	38	255
201	17NetworksLHContAPFCl5	17Networks_LH_ContA_PFCl_5	230	149	39	255
202	17NetworksLHContAPFCl6	17Networks_LH_ContA_PFCl_6	230	149	40	255
203	17NetworksLHContAPFCl7	17Networks_LH_ContA_PFCl_7	230	149	41	255
204	17NetworksLHContAPFCl8	17Networks_LH_ContA_PFCl_8	230	149	42	255
205	17NetworksLHContACinga1	17Networks_LH_ContA_Cinga_1	231	148	36	255
206	17NetworksLHContBTemp1	17Networks_LH_ContB_Temp_1	135	50	75	255
207	17NetworksLHContBTemp2	17Networks_LH_ContB_Temp_2	135	50	76	255
208	17NetworksLHContBIPL1	17Networks_LH_ContB_IPL_1	135	50	74	255
209	17NetworksLHContBIPL2	17Networks_LH_ContB_IPL_2	135	50	77	255
210	17NetworksLHContBIPL3	17Networks_LH_ContB_IPL_3	135	50	78	255
211	17NetworksLHContBIPL4	17Networks_LH_ContB_IPL_4	135	50	79	255
212	17NetworksLHContBIPL5	17Networks_LH_ContB_IPL_5	135	50	80	255
213	17NetworksLHContBPFCd1	17Networks_LH_ContB_PFCd_1	135	51	75	255
214	17NetworksLHContBPFCl1	17Networks_LH_ContB_PFCl_1	135	51	76	255
215	17NetworksLHContBPFCl2	17Networks_LH_ContB_PFCl_2	135	51	77	255
216	17NetworksLHContBPFClv1	17Networks_LH_ContB_PFClv_1	136	50	75	255
217	17NetworksLHContBPFClv2	17Networks_LH_ContB_PFClv_2	136	50	76	255
218	17NetworksLHContBPFClv3	17Networks_LH_ContB_PFClv_3	136	50	77	255
219	17NetworksLHContBPFCmp1	17Networks_LH_ContB_PFCmp_1	136	50	78	255
220	17NetworksLHContCpCun1	17Networks_LH_ContC_pCun_1	119	140	175	255
221	17NetworksLHContCpCun2	17Networks_LH_ContC_pCun_2	119	140	177	255
222	17NetworksLHContCpCun3	17Networks_LH_ContC_pCun_3	119	140	178	255
223	17NetworksLHContCpCun4	17Networks_LH_ContC_pCun_4	119	140	179	255
224	17NetworksLHContCpCun5	17Networks_LH_ContC_pCun_5	119	140	180	255
225	17NetworksLHContCpCun6	17Networks_LH_ContC_pCun_6	119	140	181	255
226	17NetworksLHContCCingp1	17Networks_LH_ContC_Cingp_1	119	140	182	255
227	17NetworksLHContCCingp2	17Networks_LH_ContC_Cingp_2	119	140	183	255
228	17NetworksLHDefaultAIPL1	17Networks_LH_DefaultA_IPL_1	255	255	1	255
229	17NetworksLHDefaultAIPL2	17Networks_LH_DefaultA_IPL_2	255	255	2	255
230	17NetworksLHDefaultAIPL3	17Networks_LH_DefaultA_IPL_3	255	255	3	255
231	17NetworksLHDefaultAIPL4	17Networks_LH_DefaultA_IPL_4	255	255	4	255
232	17NetworksLHDefaultAPFCd1	17Networks_LH_DefaultA_PFCd_1	255	255	5	255
233	17NetworksLHDefaultAPFCd2	17Networks_LH_DefaultA_PFCd_2	255	255	6	255
234	17NetworksLHDefaultAPFCd3	17Networks_LH_DefaultA_PFCd_3	255	255	7	255
235	17NetworksLHDefaultAPCC1	17Networks_LH_DefaultA_PCC_1	255	254	1	255
236	17NetworksLHDefaultAPCC2	17Networks_LH_DefaultA_PCC_2	255	254	2	255
237	17NetworksLHDefaultAPCC3	17Networks_LH_DefaultA_PCC_3	255	254	3	255
238	17NetworksLHDefaultAPCC4	17Networks_LH_DefaultA_PCC_4	255	254	4	255
239	17NetworksLHDefaultAPCC5	17Networks_LH_DefaultA_PCC_5	255	254	5	255
240	17NetworksLHDefaultAPCC6	17Networks_LH_DefaultA_PCC_6	255	254	6	255
241	17NetworksLHDefaultAPCC7	17Networks_LH_DefaultA_PCC_7	255	254	7	255
242	17NetworksLHDefaultAPCC8	17Networks_LH_DefaultA_PCC_8	255	255	0	255
243	17NetworksLHDefaultAPCC9	17Networks_LH_DefaultA_PCC_9	252	249	0	255
244	17NetworksLHDefaultAPCC10	17Networks_LH_DefaultA_PCC_10	252	250	0	255
245	17NetworksLHDefaultAPCC11	17Networks_LH_DefaultA_PCC_11	252	251	0	255
246	17NetworksLHDefaultAPCC12	17Networks_LH_DefaultA_PCC_12	252	252	0	255
247	17NetworksLHDefaultAPFCm1	17Networks_LH_DefaultA_PFCm_1	254	255	1	255
248	17NetworksLHDefaultAPFCm2	17Networks_LH_DefaultA_PFCm_2	254	255	2	255
249	17NetworksLHDefaultAPFCm3	17Networks_LH_DefaultA_PFCm_3	254	255	3	255
250	17NetworksLHDefaultAPFCm4	17Networks_LH_DefaultA_PFCm_4	254	255	4	255
251	17NetworksLHDefaultAPFCm5	17Networks_LH_DefaultA_PFCm_5	254	255	5	255
252	17NetworksLHDefaultAPFCm6	17Networks_LH_DefaultA_PFCm_6	254	255	6	255
253	17NetworksLHDefaultAPFCm7	17Networks_LH_DefaultA_PFCm_7	254	255	7	255
254	17NetworksLHDefaultAPFCm8	17Networks_LH_DefaultA_PFCm_8	251	249	0	255
255	17NetworksLHDefaultBTemp1	17Networks_LH_DefaultB_Temp_1	205	62	76	255
256	17NetworksLHDefaultBTemp2	17Networks_LH_DefaultB_Temp_2	205	62	77	255
257	17NetworksLHDefaultBTemp3	17Networks_LH_DefaultB_Temp_3	205	62	79	255
258	17NetworksLHDefaultBTemp4	17Networks_LH_DefaultB_Temp_4	205	62	80	255
259	17NetworksLHDefaultBTemp5	17Networks_LH_DefaultB_Temp_5	205	62	81	255
260	17NetworksLHDefaultBTemp6	17Networks_LH_DefaultB_Temp_6	205	62	82	255
261	17NetworksLHDefaultBTemp7	17Networks_LH_DefaultB_Temp_7	205	62	83	255
262	17NetworksLHDefaultBIPL1	17Networks_LH_DefaultB_IPL_1	205	62	84	255
263	17NetworksLHDefaultBIPL2	17Networks_LH_DefaultB_IPL_2	205	62	85	255
264	17NetworksLHDefaultBIPL3	17Networks_LH_DefaultB_IPL_3	205	62	86	255
265	17NetworksLHDefaultBIPL4	17Networks_LH_DefaultB_IPL_4	205	63	79	255
266	17NetworksLHDefaultBPFCd1	17Networks_LH_DefaultB_PFCd_1	205	63	76	255
267	17NetworksLHDefaultBPFCd2	17Networks_LH_DefaultB_PFCd_2	205	63	77	255
268	17NetworksLHDefaultBPFCd3	17Networks_LH_DefaultB_PFCd_3	205	63	80	255
269	17NetworksLHDefaultBPFCd4	17Networks_LH_DefaultB_PFCd_4	205	63	81	255
270	17NetworksLHDefaultBPFCd5	17Networks_LH_DefaultB_PFCd_5	205	63	82	255
271	17NetworksLHDefaultBPFCd6	17Networks_LH_DefaultB_PFCd_6	205	63	83	255
272	17NetworksLHDefaultBPFCd7	17Networks_LH_DefaultB_PFCd_7	205	63	84	255
273	17NetworksLHDefaultBPFCl1	17Networks_LH_DefaultB_PFCl_1	205	63	85	255
274	17NetworksLHDefaultBPFCl2	17Networks_LH_DefaultB_PFCl_2	205	63	86	255
275	17NetworksLHDefaultBPFCv1	17Networks_LH_DefaultB_PFCv_1	206	62	76	255
276	17NetworksLHDefaultBPFCv2	17Networks_LH_DefaultB_PFCv_2	206	62	77	255
277	17NetworksLHDefaultBPFCv3	17Networks_LH_DefaultB_PFCv_3	206	62	79	255
278	17NetworksLHDefaultBPFCv4	17Networks_LH_DefaultB_PFCv_4	206	62	80	255
279	17NetworksLHDefaultBPFCv5	17Networks_LH_DefaultB_PFCv_5	206	62	81	255
280	17NetworksLHDefaultBPFCv6	17Networks_LH_DefaultB_PFCv_6	206	62	82	255
281	17NetworksLHDefaultBPFCv7	17Networks_LH_DefaultB_PFCv_7	206	62	83	255
282	17NetworksLHDefaultCIPL1	17Networks_LH_DefaultC_IPL_1	0	0	131	255
283	17NetworksLHDefaultCIPL2	17Networks_LH_DefaultC_IPL_2	0	0	132	255
284	17NetworksLHDefaultCRsp1	17Networks_LH_DefaultC_Rsp_1	0	0	133	255
285	17NetworksLHDefaultCRsp2	17Networks_LH_DefaultC_Rsp_2	0	0	134	255
286	17NetworksLHDefaultCRsp3	17Networks_LH_DefaultC_Rsp_3	0	0	135	255
287	17NetworksLHDefaultCRsp4	17Networks_LH_DefaultC_Rsp_4	0	0	136	255
288	17NetworksLHDefaultCPHC1	17Networks_LH_DefaultC_PHC_1	0	1	129	255
289	17NetworksLHDefaultCPHC2	17Networks_LH_DefaultC_PHC_2	0	1	131	255
290	17NetworksLHDefaultCPHC3	17Networks_LH_DefaultC_PHC_3	0	1	132	255
291	17NetworksLHDefaultCPHC4	17Networks_LH_DefaultC_PHC_4	0	1	133	255
292	17NetworksLHDefaultCPHC5	17Networks_LH_DefaultC_PHC_5	0	1	134	255
293	17NetworksLHTempPar1	17Networks_LH_TempPar_1	12	48	253	255
294	17NetworksLHTempPar2	17Networks_LH_TempPar_2	12	48	254	255
