0	???	Unknown	0	0	0	0
21	17NetworksLHSalVentAttnAParOper1	17Networks_LH_SalVentAttnA_ParOper_1	196	58	251	255
22	17NetworksLHSalVentAttnAIns1	17Networks_LH_SalVentAttnA_Ins_1	196	59	251	255
23	17NetworksLHSalVentAttnAIns2	17Networks_LH_SalVentAttnA_Ins_2	196	59	252	255
24	17NetworksLHSalVentAttnAParMed1	17Networks_LH_SalVentAttnA_ParMed_1	196	59	253	255
25	17NetworksLHSalVentAttnAFrMed1	17Networks_LH_SalVentAttnA_FrMed_1	197	58	251	255
26	17NetworksLHSalVentAttnBPFCl1	17Networks_LH_SalVentAttnB_PFCl_1	255	153	214	255
27	17NetworksLHSalVentAttnBPFCmp1	17Networks_LH_SalVentAttnB_PFCmp_1	255	151	214	255
28	17NetworksLHLimbicOFC1	17Networks_LH_Limbic_OFC_1	122	135	51	255
29	17NetworksLHLimbicTempPole1	17Networks_LH_Limbic_TempPole_1	220	248	165	255
30	17NetworksLHLimbicTempPole2	17Networks_LH_Limbic_TempPole_2	220	248	166	255
31	17NetworksLHContAIPS1	17Networks_LH_ContA_IPS_1	230	148	36	255
32	17NetworksLHContAPFCl1	17Networks_LH_ContA_PFCl_1	230	149	36	255
33	17NetworksLHContAPFCl2	17Networks_LH_ContA_PFCl_2	230	149	37	255
34	17NetworksLHContBPFClv1	17Networks_LH_ContB_PFClv_1	136	50	75	255
35	17NetworksLHContCpCun1	17Networks_LH_ContC_pCun_1	119	140	177	255
36	17NetworksLHContCpCun2	17Networks_LH_ContC_pCun_2	119	140	178	255
37	17NetworksLHContCCingp1	17Networks_LH_ContC_Cingp_1	119	140	179	255
38	17NetworksLHDefaultAPFCd1	17Networks_LH_DefaultA_PFCd_1	255	255	2	255
39	17NetworksLHDefaultAPCC1	17Networks_LH_DefaultA_PCC_1	255	254	1	255
40	17NetworksLHDefaultAPFCm1	17Networks_LH_DefaultA_PFCm_1	254	255	1	255
41	17NetworksLHDefaultBTemp1	17Networks_LH_DefaultB_Temp_1	205	62	79	255
42	17NetworksLHDefaultBTemp2	17Networks_LH_DefaultB_Temp_2	205	62	80	255
43	17NetworksLHDefaultBIPL1	17Networks_LH_DefaultB_IPL_1	205	62	81	255
44	17NetworksLHDefaultBPFCd1	17Networks_LH_DefaultB_PFCd_1	205	63	79	255
45	17NetworksLHDefaultBPFCl1	17Networks_LH_DefaultB_PFCl_1	205	63	80	255
46	17NetworksLHDefaultBPFCv1	17Networks_LH_DefaultB_PFCv_1	206	62	79	255
47	17NetworksLHDefaultBPFCv2	17Networks_LH_DefaultB_PFCv_2	206	62	80	255
48	17NetworksLHDefaultCRsp1	17Networks_LH_DefaultC_Rsp_1	0	0	132	255
49	17NetworksLHDefaultCPHC1	17Networks_LH_DefaultC_PHC_1	0	1	131	255
50	17NetworksLHTempPar1	17Networks_LH_TempPar_1	9	41	250	255
51	17NetworksRHVisCentExStr1	17Networks_RH_VisCent_ExStr_1	124	19	136	255
52	17NetworksRHVisCentExStr2	17Networks_RH_VisCent_ExStr_2	124	19	137	255
53	17NetworksRHVisCentExStr3	17Networks_RH_VisCent_ExStr_3	124	19	138	255
54	17NetworksRHVisPeriExStrSup1	17Networks_RH_VisPeri_ExStrSup_1	250	0	2	255
55	17NetworksRHVisPeriExStrSup2	17Networks_RH_VisPeri_ExStrSup_2	250	0	3	255
56	17NetworksRHVisPeriExStrSup3	17Networks_RH_VisPeri_ExStrSup_3	250	0	4	255
57	17NetworksRHSomMotA1	17Networks_RH_SomMotA_1	74	131	182	255
58	17NetworksRHSomMotA2	17Networks_RH_SomMotA_2	74	131	183	255
59	17NetworksRHSomMotA3	17Networks_RH_SomMotA_3	74	131	184	255
60	17NetworksRHSomMotA4	17Networks_RH_SomMotA_4	74	131	185	255
61	17NetworksRHSomMotBS21	17Networks_RH_SomMotB_S2_1	47	205	165	255
62	17NetworksRHSomMotBS22	17Networks_RH_SomMotB_S2_2	47	205	166	255
63	17NetworksRHSomMotBS23	17Networks_RH_SomMotB_S2_3	47	205	167	255
64	17NetworksRHSomMotBS24	17Networks_RH_SomMotB_S2_4	47	205	168	255
65	17NetworksRHDorsAttnASPL1	17Networks_RH_DorsAttnA_SPL_1	79	155	62	255
66	17NetworksRHDorsAttnASPL2	17Networks_RH_DorsAttnA_SPL_2	79	155	63	255
67	17NetworksRHDorsAttnASPL3	17Networks_RH_DorsAttnA_SPL_3	79	155	64	255
68	17NetworksRHDorsAttnBPostC1	17Networks_RH_DorsAttnB_PostC_1	5	118	16	255
69	17NetworksRHDorsAttnBPostC2	17Networks_RH_DorsAttnB_PostC_2	5	118	17	255
70	17NetworksRHDorsAttnBFEF1	17Networks_RH_DorsAttnB_FEF_1	5	119	15	255
71	17NetworksRHSalVentAttnAParOper1	17Networks_RH_SalVentAttnA_ParOper_1	200	58	250	255
72	17NetworksRHSalVentAttnAIns1	17Networks_RH_SalVentAttnA_Ins_1	199	58	251	255
73	17NetworksRHSalVentAttnAFrMed1	17Networks_RH_SalVentAttnA_FrMed_1	199	57	251	255
74	17NetworksRHSalVentAttnAFrMed2	17Networks_RH_SalVentAttnA_FrMed_2	199	57	252	255
75	17NetworksRHSalVentAttnBIPL1	17Networks_RH_SalVentAttnB_IPL_1	250	152	214	255
76	17NetworksRHSalVentAttnBPFCl1	17Networks_RH_SalVentAttnB_PFCl_1	250	151	214	255
77	17NetworksRHSalVentAttnBPFCmp1	17Networks_RH_SalVentAttnB_PFCmp_1	250	153	214	255
78	17NetworksRHLimbicOFC1	17Networks_RH_Limbic_OFC_1	126	135	52	255
79	17NetworksRHLimbicTempPole1	17Networks_RH_Limbic_TempPole_1	224	248	166	255
80	17NetworksRHContAIPS1	17Networks_RH_ContA_IPS_1	234	147	35	255
81	17NetworksRHContAPFCl1	17Networks_RH_ContA_PFCl_1	233	148	35	255
82	17NetworksRHContAPFCl2	17Networks_RH_ContA_PFCl_2	233	148	36	255
83	17NetworksRHContBTemp1	17Networks_RH_ContB_Temp_1	140	51	76	255
84	17NetworksRHContBIPL1	17Networks_RH_ContB_IPL_1	139	50	74	255
85	17NetworksRHContBPFCld1	17Networks_RH_ContB_PFCld_1	139	49	75	255
86	17NetworksRHContBPFClv1	17Networks_RH_ContB_PFClv_1	139	49	74	255
87	17NetworksRHContCpCun1	17Networks_RH_ContC_pCun_1	123	141	177	255
88	17NetworksRHContCpCun2	17Networks_RH_ContC_pCun_2	123	141	178	255
89	17NetworksRHDefaultAIPL1	17Networks_RH_DefaultA_IPL_1	251	254	2	255
90	17NetworksRHDefaultAPFCd1	17Networks_RH_DefaultA_PFCd_1	251	255	3	255
91	17NetworksRHDefaultAPCC1	17Networks_RH_DefaultA_PCC_1	251	253	1	255
92	17NetworksRHDefaultAPFCm1	17Networks_RH_DefaultA_PFCm_1	249	255	1	255
93	17NetworksRHDefaultBPFCd1	17Networks_RH_DefaultB_PFCd_1	210	63	80	255
94	17NetworksRHDefaultBPFCv1	17Networks_RH_DefaultB_PFCv_1	209	62	78	255
95	17NetworksRHDefaultBPFCv2	17Networks_RH_DefaultB_PFCv_2	209	62	79	255
96	17NetworksRHDefaultCRsp1	17Networks_RH_DefaultC_Rsp_1	5	0	131	255
97	17NetworksRHDefaultCPHC1	17Networks_RH_DefaultC_PHC_1	5	0	132	255
98	17NetworksRHTempPar1	17Networks_RH_TempPar_1	16	48	255	255
99	17NetworksRHTempPar2	17Networks_RH_TempPar_2	13	41	250	255
100	17NetworksRHTempPar3	17Networks_RH_TempPar_3	13	41	251	255
