index	???	Unknow	r	g	b	a
58	17NetworksLHSomMotBAud5	17Networks_LH_SomMotB_Aud_5	43	204	159	255
59	17NetworksLHSomMotBAud6	17Networks_LH_SomMotB_Aud_6	43	204	160	255
60	17NetworksLHSomMotBAud7	17Networks_LH_SomMotB_Aud_7	43	204	161	255
61	17NetworksLHSomMotBAud8	17Networks_LH_SomMotB_Aud_8	43	204	162	255
62	17NetworksLHSomMotBAud9	17Networks_LH_SomMotB_Aud_9	43	204	163	255
63	17NetworksLHSomMotBAud10	17Networks_LH_SomMotB_Aud_10	43	204	165	255
64	17NetworksLHSomMotBAud11	17Networks_LH_SomMotB_Aud_11	43	204	166	255
65	17NetworksLHSomMotBAud12	17Networks_LH_SomMotB_Aud_12	43	204	167	255
66	17NetworksLHSomMotBAud13	17Networks_LH_SomMotB_Aud_13	43	204	168	255
67	17NetworksLHSomMotBAud14	17Networks_LH_SomMotB_Aud_14	43	204	169	255
68	17NetworksLHSomMotBAud15	17Networks_LH_SomMotB_Aud_15	43	204	170	255
69	17NetworksLHSomMotBAud16	17Networks_LH_SomMotB_Aud_16	43	204	171	255
70	17NetworksLHSomMotBAud17	17Networks_LH_SomMotB_Aud_17	43	205	164	255
71	17NetworksLHSomMotBAud18	17Networks_LH_SomMotB_Aud_18	43	205	165	255
72	17NetworksLHSomMotBAud19	17Networks_LH_SomMotB_Aud_19	43	205	166	255
73	17NetworksLHSomMotBAud20	17Networks_LH_SomMotB_Aud_20	43	205	167	255
74	17NetworksLHSomMotBAud21	17Networks_LH_SomMotB_Aud_21	43	205	168	255
75	17NetworksLHDorsAttnATempOcc1	17Networks_LH_DorsAttnA_TempOcc_1	74	155	61	255
76	17NetworksLHDorsAttnATempOcc2	17Networks_LH_DorsAttnA_TempOcc_2	74	155	62	255
77	17NetworksLHDorsAttnATempOcc3	17Networks_LH_DorsAttnA_TempOcc_3	74	155	63	255
78	17NetworksLHDorsAttnASPL1	17Networks_LH_DorsAttnA_SPL_1	74	156	56	255
79	17NetworksLHDorsAttnASPL2	17Networks_LH_DorsAttnA_SPL_2	74	156	57	255
80	17NetworksLHDorsAttnASPL3	17Networks_LH_DorsAttnA_SPL_3	74	156	58	255
81	17NetworksLHDorsAttnASPL4	17Networks_LH_DorsAttnA_SPL_4	74	156	59	255
82	17NetworksLHDorsAttnASPL5	17Networks_LH_DorsAttnA_SPL_5	74	156	61	255
83	17NetworksLHDorsAttnASPL6	17Networks_LH_DorsAttnA_SPL_6	74	156	62	255
84	17NetworksLHDorsAttnASPL7	17Networks_LH_DorsAttnA_SPL_7	74	156	63	255
85	17NetworksLHDorsAttnASPL8	17Networks_LH_DorsAttnA_SPL_8	74	156	64	255
86	17NetworksLHDorsAttnASPL9	17Networks_LH_DorsAttnA_SPL_9	74	156	65	255
87	17NetworksLHDorsAttnASPL10	17Networks_LH_DorsAttnA_SPL_10	74	156	66	255
88	17NetworksLHDorsAttnASPL11	17Networks_LH_DorsAttnA_SPL_11	74	156	67	255
89	17NetworksLHDorsAttnBTempOcc1	17Networks_LH_DorsAttnB_TempOcc_1	0	118	15	255
90	17NetworksLHDorsAttnBPostC1	17Networks_LH_DorsAttnB_PostC_1	0	118	13	255
91	17NetworksLHDorsAttnBPostC2	17Networks_LH_DorsAttnB_PostC_2	0	118	14	255
92	17NetworksLHDorsAttnBPostC3	17Networks_LH_DorsAttnB_PostC_3	0	118	16	255
93	17NetworksLHDorsAttnBPostC4	17Networks_LH_DorsAttnB_PostC_4	0	118	17	255
94	17NetworksLHDorsAttnBPostC5	17Networks_LH_DorsAttnB_PostC_5	0	118	18	255
95	17NetworksLHDorsAttnBPostC6	17Networks_LH_DorsAttnB_PostC_6	0	118	19	255
96	17NetworksLHDorsAttnBPostC7	17Networks_LH_DorsAttnB_PostC_7	0	118	20	255
97	17NetworksLHDorsAttnBPostC8	17Networks_LH_DorsAttnB_PostC_8	0	118	21	255
98	17NetworksLHDorsAttnBFEF1	17Networks_LH_DorsAttnB_FEF_1	0	119	15	255
99	17NetworksLHDorsAttnBFEF2	17Networks_LH_DorsAttnB_FEF_2	0	119	16	255
100	17NetworksLHDorsAttnBFEF3	17Networks_LH_DorsAttnB_FEF_3	0	119	17	255
101	17NetworksLHSalVentAttnAParOper1	17Networks_LH_SalVentAttnA_ParOper_1	196	58	251	255
102	17NetworksLHSalVentAttnAParOper2	17Networks_LH_SalVentAttnA_ParOper_2	196	58	252	255
103	17NetworksLHSalVentAttnAParOper3	17Networks_LH_SalVentAttnA_ParOper_3	196	58	253	255
104	17NetworksLHSalVentAttnAParOper4	17Networks_LH_SalVentAttnA_ParOper_4	196	58	254	255
105	17NetworksLHSalVentAttnAIns1	17Networks_LH_SalVentAttnA_Ins_1	196	59	248	255
106	17NetworksLHSalVentAttnAIns2	17Networks_LH_SalVentAttnA_Ins_2	196	59	249	255
107	17NetworksLHSalVentAttnAIns3	17Networks_LH_SalVentAttnA_Ins_3	196	59	251	255
108	17NetworksLHSalVentAttnAIns4	17Networks_LH_SalVentAttnA_Ins_4	196	59	252	255
109	17NetworksLHSalVentAttnAIns5	17Networks_LH_SalVentAttnA_Ins_5	196	59	253	255
110	17NetworksLHSalVentAttnAIns6	17Networks_LH_SalVentAttnA_Ins_6	196	59	254	255
111	17NetworksLHSalVentAttnAIns7	17Networks_LH_SalVentAttnA_Ins_7	196	59	255	255
112	17NetworksLHSalVentAttnAParMed1	17Networks_LH_SalVentAttnA_ParMed_1	196	59	250	255
113	17NetworksLHSalVentAttnAParMed2	17Networks_LH_SalVentAttnA_ParMed_2	193	52	249	255
114	17NetworksLHSalVentAttnAParMed3	17Networks_LH_SalVentAttnA_ParMed_3	193	52	250	255
115	17NetworksLHSalVentAttnAParMed4	17Networks_LH_SalVentAttnA_ParMed_4	193	52	251	255
116	17NetworksLHSalVentAttnAParMed5	17Networks_LH_SalVentAttnA_ParMed_5	193	53	244	255
117	17NetworksLHSalVentAttnAParMed6	17Networks_LH_SalVentAttnA_ParMed_6	193	53	245	255
118	17NetworksLHSalVentAttnAParMed7	17Networks_LH_SalVentAttnA_ParMed_7	193	53	246	255
119	17NetworksLHSalVentAttnAParMed8	17Networks_LH_SalVentAttnA_ParMed_8	193	53	247	255
120	17NetworksLHSalVentAttnAParMed9	17Networks_LH_SalVentAttnA_ParMed_9	193	53	248	255
121	17NetworksLHSalVentAttnAFrMed1	17Networks_LH_SalVentAttnA_FrMed_1	197	58	251	255
122	17NetworksLHSalVentAttnBIPL1	17Networks_LH_SalVentAttnB_IPL_1	255	152	214	255
123	17NetworksLHSalVentAttnBPFCl1	17Networks_LH_SalVentAttnB_PFCl_1	255	153	214	255
124	17NetworksLHSalVentAttnBPFCl2	17Networks_LH_SalVentAttnB_PFCl_2	255	153	215	255
125	17NetworksLHSalVentAttnBPFCl3	17Networks_LH_SalVentAttnB_PFCl_3	255	153	216	255
126	17NetworksLHSalVentAttnBPFCv1	17Networks_LH_SalVentAttnB_PFCv_1	255	153	217	255
127	17NetworksLHSalVentAttnBPFCv2	17Networks_LH_SalVentAttnB_PFCv_2	255	153	218	255
128	17NetworksLHSalVentAttnBPFCv3	17Networks_LH_SalVentAttnB_PFCv_3	255	153	219	255
129	17NetworksLHSalVentAttnBPFCmp1	17Networks_LH_SalVentAttnB_PFCmp_1	255	151	214	255
130	17NetworksLHSalVentAttnBPFCmp2	17Networks_LH_SalVentAttnB_PFCmp_2	255	151	215	255
131	17NetworksLHSalVentAttnBPFCmp3	17Networks_LH_SalVentAttnB_PFCmp_3	255	151	216	255
132	17NetworksLHSalVentAttnBPFCmp4	17Networks_LH_SalVentAttnB_PFCmp_4	255	151	217	255
133	17NetworksLHLimbicOFC1	17Networks_LH_Limbic_OFC_1	122	135	49	255
134	17NetworksLHLimbicOFC2	17Networks_LH_Limbic_OFC_2	122	135	51	255
135	17NetworksLHLimbicOFC3	17Networks_LH_Limbic_OFC_3	122	135	52	255
136	17NetworksLHLimbicOFC4	17Networks_LH_Limbic_OFC_4	122	135	53	255
137	17NetworksLHLimbicOFC5	17Networks_LH_Limbic_OFC_5	122	135	54	255
138	17NetworksLHLimbicOFC6	17Networks_LH_Limbic_OFC_6	122	135	55	255
139	17NetworksLHLimbicTempPole1	17Networks_LH_Limbic_TempPole_1	220	248	161	255
140	17NetworksLHLimbicTempPole2	17Networks_LH_Limbic_TempPole_2	220	248	162	255
141	17NetworksLHLimbicTempPole3	17Networks_LH_Limbic_TempPole_3	220	248	163	255
142	17NetworksLHLimbicTempPole4	17Networks_LH_Limbic_TempPole_4	220	248	165	255
143	17NetworksLHLimbicTempPole5	17Networks_LH_Limbic_TempPole_5	220	248	166	255
144	17NetworksLHLimbicTempPole6	17Networks_LH_Limbic_TempPole_6	220	248	167	255
145	17NetworksLHLimbicTempPole7	17Networks_LH_Limbic_TempPole_7	220	248	168	255
146	17NetworksLHLimbicTempPole8	17Networks_LH_Limbic_TempPole_8	220	248	169	255
147	17NetworksLHLimbicTempPole9	17Networks_LH_Limbic_TempPole_9	220	248	170	255
148	17NetworksLHLimbicTempPole10	17Networks_LH_Limbic_TempPole_10	220	248	171	255
149	17NetworksLHContATemp1	17Networks_LH_ContA_Temp_1	230	148	35	255
150	17NetworksLHContAIPS1	17Networks_LH_ContA_IPS_1	230	148	33	255
151	17NetworksLHContAIPS2	17Networks_LH_ContA_IPS_2	230	148	34	255
152	17NetworksLHContAIPS3	17Networks_LH_ContA_IPS_3	230	148	36	255
153	17NetworksLHContAIPS4	17Networks_LH_ContA_IPS_4	230	148	37	255
154	17NetworksLHContAIPS5	17Networks_LH_ContA_IPS_5	230	148	38	255
155	17NetworksLHContAIPS6	17Networks_LH_ContA_IPS_6	230	148	39	255
156	17NetworksLHContAIPS7	17Networks_LH_ContA_IPS_7	230	148	40	255
157	17NetworksLHContAIPS8	17Networks_LH_ContA_IPS_8	230	148	41	255
158	17NetworksLHContAPFCd1	17Networks_LH_ContA_PFCd_1	230	149	35	255
159	17NetworksLHContAPFCd2	17Networks_LH_ContA_PFCd_2	230	149	36	255
160	17NetworksLHContAPFCl1	17Networks_LH_ContA_PFCl_1	230	149	34	255
161	17NetworksLHContAPFCl2	17Networks_LH_ContA_PFCl_2	230	149	37	255
162	17NetworksLHContAPFCl3	17Networks_LH_ContA_PFCl_3	230	149	38	255
163	17NetworksLHContAPFCl4	17Networks_LH_ContA_PFCl_4	230	149	39	255
164	17NetworksLHContAPFCl5	17Networks_LH_ContA_PFCl_5	230	149	40	255
165	17NetworksLHContAPFCl6	17Networks_LH_ContA_PFCl_6	230	149	41	255
166	17NetworksLHContACinga1	17Networks_LH_ContA_Cinga_1	231	148	36	255
167	17NetworksLHContBTemp1	17Networks_LH_ContB_Temp_1	135	50	75	255
168	17NetworksLHContBIPL1	17Networks_LH_ContB_IPL_1	135	50	76	255
169	17NetworksLHContBIPL2	17Networks_LH_ContB_IPL_2	135	50	77	255
170	17NetworksLHContBPFCd1	17Networks_LH_ContB_PFCd_1	135	51	75	255
171	17NetworksLHContBPFCd2	17Networks_LH_ContB_PFCd_2	135	51	76	255
172	17NetworksLHContBPFCl1	17Networks_LH_ContB_PFCl_1	135	51	77	255
173	17NetworksLHContBPFClv1	17Networks_LH_ContB_PFClv_1	136	50	75	255
174	17NetworksLHContBPFClv2	17Networks_LH_ContB_PFClv_2	136	50	76	255
175	17NetworksLHContBPFClv3	17Networks_LH_ContB_PFClv_3	136	50	77	255
176	17NetworksLHContBPFClv4	17Networks_LH_ContB_PFClv_4	136	50	78	255
177	17NetworksLHContBPFCmp1	17Networks_LH_ContB_PFCmp_1	136	50	79	255
178	17NetworksLHContCpCun1	17Networks_LH_ContC_pCun_1	119	140	177	255
179	17NetworksLHContCpCun2	17Networks_LH_ContC_pCun_2	119	140	178	255
180	17NetworksLHContCpCun3	17Networks_LH_ContC_pCun_3	119	140	179	255
181	17NetworksLHContCpCun4	17Networks_LH_ContC_pCun_4	119	140	180	255
182	17NetworksLHContCCingp1	17Networks_LH_ContC_Cingp_1	119	140	181	255
183	17NetworksLHContCCingp2	17Networks_LH_ContC_Cingp_2	119	140	182	255
184	17NetworksLHDefaultAIPL1	17Networks_LH_DefaultA_IPL_1	255	255	1	255
185	17NetworksLHDefaultAIPL2	17Networks_LH_DefaultA_IPL_2	255	255	2	255
186	17NetworksLHDefaultAIPL3	17Networks_LH_DefaultA_IPL_3	255	255	3	255
187	17NetworksLHDefaultAIPL4	17Networks_LH_DefaultA_IPL_4	255	255	4	255
188	17NetworksLHDefaultAPFCd1	17Networks_LH_DefaultA_PFCd_1	255	255	5	255
189	17NetworksLHDefaultAPFCd2	17Networks_LH_DefaultA_PFCd_2	255	255	6	255
190	17NetworksLHDefaultAPFCd3	17Networks_LH_DefaultA_PFCd_3	255	255	7	255
191	17NetworksLHDefaultAPCC1	17Networks_LH_DefaultA_PCC_1	255	254	1	255
192	17NetworksLHDefaultAPCC2	17Networks_LH_DefaultA_PCC_2	255	254	2	255
193	17NetworksLHDefaultAPCC3	17Networks_LH_DefaultA_PCC_3	255	254	3	255
194	17NetworksLHDefaultAPCC4	17Networks_LH_DefaultA_PCC_4	255	254	4	255
195	17NetworksLHDefaultAPCC5	17Networks_LH_DefaultA_PCC_5	255	254	5	255
196	17NetworksLHDefaultAPCC6	17Networks_LH_DefaultA_PCC_6	255	254	6	255
197	17NetworksLHDefaultAPCC7	17Networks_LH_DefaultA_PCC_7	255	254	7	255
198	17NetworksLHDefaultAPCC8	17Networks_LH_DefaultA_PCC_8	255	255	0	255
199	17NetworksLHDefaultAPFCm1	17Networks_LH_DefaultA_PFCm_1	254	255	1	255
200	17NetworksLHDefaultAPFCm2	17Networks_LH_DefaultA_PFCm_2	254	255	2	255
201	17NetworksLHDefaultAPFCm3	17Networks_LH_DefaultA_PFCm_3	254	255	3	255
202	17NetworksLHDefaultAPFCm4	17Networks_LH_DefaultA_PFCm_4	254	255	4	255
203	17NetworksLHDefaultAPFCm5	17Networks_LH_DefaultA_PFCm_5	254	255	5	255
204	17NetworksLHDefaultAPFCm6	17Networks_LH_DefaultA_PFCm_6	254	255	6	255
205	17NetworksLHDefaultAPFCm7	17Networks_LH_DefaultA_PFCm_7	254	255	7	255
206	17NetworksLHDefaultBTemp1	17Networks_LH_DefaultB_Temp_1	205	62	77	255
207	17NetworksLHDefaultBTemp2	17Networks_LH_DefaultB_Temp_2	205	62	79	255
208	17NetworksLHDefaultBTemp3	17Networks_LH_DefaultB_Temp_3	205	62	80	255
209	17NetworksLHDefaultBTemp4	17Networks_LH_DefaultB_Temp_4	205	62	81	255
210	17NetworksLHDefaultBTemp5	17Networks_LH_DefaultB_Temp_5	205	62	82	255
211	17NetworksLHDefaultBTemp6	17Networks_LH_DefaultB_Temp_6	205	62	83	255
212	17NetworksLHDefaultBIPL1	17Networks_LH_DefaultB_IPL_1	205	62	84	255
213	17NetworksLHDefaultBIPL2	17Networks_LH_DefaultB_IPL_2	205	62	85	255
214	17NetworksLHDefaultBPFCd1	17Networks_LH_DefaultB_PFCd_1	205	63	76	255
215	17NetworksLHDefaultBPFCd2	17Networks_LH_DefaultB_PFCd_2	205	63	77	255
216	17NetworksLHDefaultBPFCd3	17Networks_LH_DefaultB_PFCd_3	205	63	79	255
217	17NetworksLHDefaultBPFCd4	17Networks_LH_DefaultB_PFCd_4	205	63	80	255
218	17NetworksLHDefaultBPFCd5	17Networks_LH_DefaultB_PFCd_5	205	63	81	255
219	17NetworksLHDefaultBPFCd6	17Networks_LH_DefaultB_PFCd_6	205	63	82	255
220	17NetworksLHDefaultBPFCd7	17Networks_LH_DefaultB_PFCd_7	205	63	83	255
221	17NetworksLHDefaultBPFCl1	17Networks_LH_DefaultB_PFCl_1	205	63	84	255
222	17NetworksLHDefaultBPFCl2	17Networks_LH_DefaultB_PFCl_2	205	63	85	255
223	17NetworksLHDefaultBPFCv1	17Networks_LH_DefaultB_PFCv_1	206	62	76	255
224	17NetworksLHDefaultBPFCv2	17Networks_LH_DefaultB_PFCv_2	206	62	77	255
225	17NetworksLHDefaultBPFCv3	17Networks_LH_DefaultB_PFCv_3	206	62	79	255
226	17NetworksLHDefaultBPFCv4	17Networks_LH_DefaultB_PFCv_4	206	62	80	255
227	17NetworksLHDefaultBPFCv5	17Networks_LH_DefaultB_PFCv_5	206	62	81	255
228	17NetworksLHDefaultBPFCv6	17Networks_LH_DefaultB_PFCv_6	206	62	82	255
229	17NetworksLHDefaultBPFCv7	17Networks_LH_DefaultB_PFCv_7	206	62	83	255
230	17NetworksLHDefaultBPFCv8	17Networks_LH_DefaultB_PFCv_8	206	62	84	255
231	17NetworksLHDefaultCIPL1	17Networks_LH_DefaultC_IPL_1	0	0	131	255
232	17NetworksLHDefaultCRsp1	17Networks_LH_DefaultC_Rsp_1	0	0	132	255
233	17NetworksLHDefaultCRsp2	17Networks_LH_DefaultC_Rsp_2	0	0	133	255
234	17NetworksLHDefaultCRsp3	17Networks_LH_DefaultC_Rsp_3	0	0	134	255
235	17NetworksLHDefaultCRsp4	17Networks_LH_DefaultC_Rsp_4	0	0	135	255
236	17NetworksLHDefaultCPHC1	17Networks_LH_DefaultC_PHC_1	0	1	129	255
237	17NetworksLHDefaultCPHC2	17Networks_LH_DefaultC_PHC_2	0	1	131	255
238	17NetworksLHDefaultCPHC3	17Networks_LH_DefaultC_PHC_3	0	1	132	255
239	17NetworksLHDefaultCPHC4	17Networks_LH_DefaultC_PHC_4	0	1	133	255
240	17NetworksLHDefaultCPHC5	17Networks_LH_DefaultC_PHC_5	0	1	134	255
241	17NetworksLHTempPar1	17Networks_LH_TempPar_1	12	48	252	255
242	17NetworksLHTempPar2	17Networks_LH_TempPar_2	12	48	253	255
243	17NetworksLHTempPar3	17Networks_LH_TempPar_3	12	48	254	255
244	17NetworksLHTempPar4	17Networks_LH_TempPar_4	9	41	249	255
245	17NetworksLHTempPar5	17Networks_LH_TempPar_5	9	41	250	255
246	17NetworksLHTempPar6	17Networks_LH_TempPar_6	9	41	251	255
247	17NetworksLHTempPar7	17Networks_LH_TempPar_7	9	41	252	255
248	17NetworksLHTempPar8	17Networks_LH_TempPar_8	9	41	253	255
249	17NetworksLHTempPar9	17Networks_LH_TempPar_9	9	41	254	255
250	17NetworksLHTempPar10	17Networks_LH_TempPar_10	9	41	255	255
251	17NetworksRHVisCentExStr1	17Networks_RH_VisCent_ExStr_1	120	19	128	255
252	17NetworksRHVisCentExStr2	17Networks_RH_VisCent_ExStr_2	120	19	129	255
253	17NetworksRHVisCentExStr3	17Networks_RH_VisCent_ExStr_3	120	19	130	255
254	17NetworksRHVisCentExStr4	17Networks_RH_VisCent_ExStr_4	120	19	131	255
255	17NetworksRHVisCentExStr5	17Networks_RH_VisCent_ExStr_5	120	19	132	255
256	17NetworksRHVisCentExStr6	17Networks_RH_VisCent_ExStr_6	120	19	133	255
257	17NetworksRHVisCentExStr7	17Networks_RH_VisCent_ExStr_7	120	19	134	255
258	17NetworksRHVisCentExStr8	17Networks_RH_VisCent_ExStr_8	120	19	136	255
259	17NetworksRHVisCentExStr9	17Networks_RH_VisCent_ExStr_9	120	19	137	255
260	17NetworksRHVisCentExStr10	17Networks_RH_VisCent_ExStr_10	120	19	138	255
261	17NetworksRHVisCentExStr11	17Networks_RH_VisCent_ExStr_11	120	19	139	255
262	17NetworksRHVisCentExStr12	17Networks_RH_VisCent_ExStr_12	120	19	140	255
263	17NetworksRHVisCentExStr13	17Networks_RH_VisCent_ExStr_13	120	19	141	255
264	17NetworksRHVisCentExStr14	17Networks_RH_VisCent_ExStr_14	120	19	142	255
265	17NetworksRHVisCentExStr15	17Networks_RH_VisCent_ExStr_15	120	20	135	255
266	17NetworksRHVisCentExStr16	17Networks_RH_VisCent_ExStr_16	120	20	136	255
267	17NetworksRHVisCentExStr17	17Networks_RH_VisCent_ExStr_17	120	20	137	255
268	17NetworksRHVisPeriExStrSup1	17Networks_RH_VisPeri_ExStrSup_1	254	0	0	255
269	17NetworksRHVisPeriExStrSup2	17Networks_RH_VisPeri_ExStrSup_2	254	0	2	255
270	17NetworksRHVisPeriExStrSup3	17Networks_RH_VisPeri_ExStrSup_3	254	0	3	255
271	17NetworksRHVisPeriExStrSup4	17Networks_RH_VisPeri_ExStrSup_4	254	0	4	255
272	17NetworksRHVisPeriExStrSup5	17Networks_RH_VisPeri_ExStrSup_5	254	0	5	255
273	17NetworksRHVisPeriExStrSup6	17Networks_RH_VisPeri_ExStrSup_6	254	0	6	255
274	17NetworksRHVisPeriExStrSup7	17Networks_RH_VisPeri_ExStrSup_7	254	0	7	255
275	17NetworksRHVisPeriExStrSup8	17Networks_RH_VisPeri_ExStrSup_8	254	0	8	255
276	17NetworksRHVisPeriExStrSup9	17Networks_RH_VisPeri_ExStrSup_9	254	1	1	255
277	17NetworksRHVisPeriExStrSup10	17Networks_RH_VisPeri_ExStrSup_10	254	1	2	255
278	17NetworksRHVisPeriExStrSup11	17Networks_RH_VisPeri_ExStrSup_11	254	1	3	255
279	17NetworksRHVisPeriExStrSup12	17Networks_RH_VisPeri_ExStrSup_12	254	1	4	255
280	17NetworksRHSomMotA1	17Networks_RH_SomMotA_1	70	130	178	255
281	17NetworksRHSomMotA2	17Networks_RH_SomMotA_2	70	130	179	255
282	17NetworksRHSomMotA3	17Networks_RH_SomMotA_3	70	130	180	255
283	17NetworksRHSomMotA4	17Networks_RH_SomMotA_4	70	130	181	255
284	17NetworksRHSomMotA5	17Networks_RH_SomMotA_5	70	131	174	255
285	17NetworksRHSomMotA6	17Networks_RH_SomMotA_6	70	131	175	255
286	17NetworksRHSomMotA7	17Networks_RH_SomMotA_7	70	131	176	255
287	17NetworksRHSomMotA8	17Networks_RH_SomMotA_8	70	131	177	255
288	17NetworksRHSomMotA9	17Networks_RH_SomMotA_9	70	131	178	255
289	17NetworksRHSomMotA10	17Networks_RH_SomMotA_10	70	131	179	255
290	17NetworksRHSomMotA11	17Networks_RH_SomMotA_11	70	131	180	255
291	17NetworksRHSomMotA12	17Networks_RH_SomMotA_12	70	131	182	255
292	17NetworksRHSomMotA13	17Networks_RH_SomMotA_13	70	131	183	255
293	17NetworksRHSomMotA14	17Networks_RH_SomMotA_14	70	131	184	255
294	17NetworksRHSomMotA15	17Networks_RH_SomMotA_15	70	131	185	255
295	17NetworksRHSomMotA16	17Networks_RH_SomMotA_16	70	131	186	255
296	17NetworksRHSomMotA17	17Networks_RH_SomMotA_17	70	131	187	255
297	17NetworksRHSomMotA18	17Networks_RH_SomMotA_18	70	131	188	255
298	17NetworksRHSomMotA19	17Networks_RH_SomMotA_19	70	132	181	255
