index	???	Unknow	r	g	b	a
230	17NetworksLHLimbicOFC10	17Networks_LH_Limbic_OFC_10	122	135	55	255
231	17NetworksLHLimbicOFC11	17Networks_LH_Limbic_OFC_11	122	135	56	255
232	17NetworksLHLimbicOFC12	17Networks_LH_Limbic_OFC_12	122	135	57	255
233	17NetworksLHLimbicOFC13	17Networks_LH_Limbic_OFC_13	122	136	50	255
234	17NetworksLHLimbicTempPole1	17Networks_LH_Limbic_TempPole_1	220	248	159	255
235	17NetworksLHLimbicTempPole2	17Networks_LH_Limbic_TempPole_2	220	248	160	255
236	17NetworksLHLimbicTempPole3	17Networks_LH_Limbic_TempPole_3	220	248	161	255
237	17NetworksLHLimbicTempPole4	17Networks_LH_Limbic_TempPole_4	220	248	162	255
238	17NetworksLHLimbicTempPole5	17Networks_LH_Limbic_TempPole_5	220	248	163	255
239	17NetworksLHLimbicTempPole6	17Networks_LH_Limbic_TempPole_6	220	248	165	255
240	17NetworksLHLimbicTempPole7	17Networks_LH_Limbic_TempPole_7	220	248	166	255
241	17NetworksLHLimbicTempPole8	17Networks_LH_Limbic_TempPole_8	220	248	167	255
242	17NetworksLHLimbicTempPole9	17Networks_LH_Limbic_TempPole_9	220	248	168	255
243	17NetworksLHLimbicTempPole10	17Networks_LH_Limbic_TempPole_10	220	248	169	255
244	17NetworksLHLimbicTempPole11	17Networks_LH_Limbic_TempPole_11	220	248	170	255
245	17NetworksLHLimbicTempPole12	17Networks_LH_Limbic_TempPole_12	220	248	171	255
246	17NetworksLHLimbicTempPole13	17Networks_LH_Limbic_TempPole_13	220	249	164	255
247	17NetworksLHLimbicTempPole14	17Networks_LH_Limbic_TempPole_14	220	249	165	255
248	17NetworksLHContATemp1	17Networks_LH_ContA_Temp_1	230	148	35	255
249	17NetworksLHContAIPS1	17Networks_LH_ContA_IPS_1	230	148	31	255
250	17NetworksLHContAIPS2	17Networks_LH_ContA_IPS_2	230	148	32	255
251	17NetworksLHContAIPS3	17Networks_LH_ContA_IPS_3	230	148	33	255
252	17NetworksLHContAIPS4	17Networks_LH_ContA_IPS_4	230	148	34	255
253	17NetworksLHContAIPS5	17Networks_LH_ContA_IPS_5	230	148	36	255
254	17NetworksLHContAIPS6	17Networks_LH_ContA_IPS_6	230	148	37	255
255	17NetworksLHContAIPS7	17Networks_LH_ContA_IPS_7	230	148	38	255
256	17NetworksLHContAIPS8	17Networks_LH_ContA_IPS_8	230	148	39	255
257	17NetworksLHContAIPS9	17Networks_LH_ContA_IPS_9	230	148	40	255
258	17NetworksLHContAIPS10	17Networks_LH_ContA_IPS_10	230	148	41	255
259	17NetworksLHContAIPS11	17Networks_LH_ContA_IPS_11	230	148	42	255
260	17NetworksLHContAPFCd1	17Networks_LH_ContA_PFCd_1	230	149	35	255
261	17NetworksLHContAPFCd2	17Networks_LH_ContA_PFCd_2	230	149	36	255
262	17NetworksLHContAPFCl1	17Networks_LH_ContA_PFCl_1	230	149	32	255
263	17NetworksLHContAPFCl2	17Networks_LH_ContA_PFCl_2	230	149	33	255
264	17NetworksLHContAPFCl3	17Networks_LH_ContA_PFCl_3	230	149	34	255
265	17NetworksLHContAPFCl4	17Networks_LH_ContA_PFCl_4	230	149	37	255
266	17NetworksLHContAPFCl5	17Networks_LH_ContA_PFCl_5	230	149	38	255
267	17NetworksLHContAPFCl6	17Networks_LH_ContA_PFCl_6	230	149	39	255
268	17NetworksLHContAPFCl7	17Networks_LH_ContA_PFCl_7	230	149	40	255
269	17NetworksLHContAPFCl8	17Networks_LH_ContA_PFCl_8	230	149	41	255
270	17NetworksLHContAPFCl9	17Networks_LH_ContA_PFCl_9	230	149	42	255
271	17NetworksLHContAPFCl10	17Networks_LH_ContA_PFCl_10	230	150	35	255
272	17NetworksLHContACinga1	17Networks_LH_ContA_Cinga_1	231	148	36	255
273	17NetworksLHContBTemp1	17Networks_LH_ContB_Temp_1	135	50	75	255
274	17NetworksLHContBTemp2	17Networks_LH_ContB_Temp_2	135	50	76	255
275	17NetworksLHContBTemp3	17Networks_LH_ContB_Temp_3	135	50	77	255
276	17NetworksLHContBIPL1	17Networks_LH_ContB_IPL_1	135	50	74	255
277	17NetworksLHContBIPL2	17Networks_LH_ContB_IPL_2	135	50	78	255
278	17NetworksLHContBIPL3	17Networks_LH_ContB_IPL_3	135	50	79	255
279	17NetworksLHContBIPL4	17Networks_LH_ContB_IPL_4	135	50	80	255
280	17NetworksLHContBIPL5	17Networks_LH_ContB_IPL_5	135	50	81	255
281	17NetworksLHContBIPL6	17Networks_LH_ContB_IPL_6	135	50	82	255
282	17NetworksLHContBPFCd1	17Networks_LH_ContB_PFCd_1	135	51	75	255
283	17NetworksLHContBPFCl1	17Networks_LH_ContB_PFCl_1	135	51	76	255
284	17NetworksLHContBPFCl2	17Networks_LH_ContB_PFCl_2	135	51	77	255
285	17NetworksLHContBPFCl3	17Networks_LH_ContB_PFCl_3	135	51	78	255
286	17NetworksLHContBPFClv1	17Networks_LH_ContB_PFClv_1	136	50	75	255
287	17NetworksLHContBPFClv2	17Networks_LH_ContB_PFClv_2	136	50	76	255
288	17NetworksLHContBPFClv3	17Networks_LH_ContB_PFClv_3	136	50	77	255
289	17NetworksLHContBPFClv4	17Networks_LH_ContB_PFClv_4	136	50	78	255
290	17NetworksLHContBPFCmp1	17Networks_LH_ContB_PFCmp_1	136	50	79	255
291	17NetworksLHContCpCun1	17Networks_LH_ContC_pCun_1	119	140	172	255
292	17NetworksLHContCpCun2	17Networks_LH_ContC_pCun_2	119	140	173	255
293	17NetworksLHContCpCun3	17Networks_LH_ContC_pCun_3	119	140	174	255
294	17NetworksLHContCpCun4	17Networks_LH_ContC_pCun_4	119	140	175	255
