index	???	Unknow	r	g	b	a
552	7NetworksRHDefaultTemp2	7Networks_RH_Default_Temp_2	209	61	75	255
553	7NetworksRHDefaultTemp3	7Networks_RH_Default_Temp_3	209	61	76	255
554	7NetworksRHDefaultTemp4	7Networks_RH_Default_Temp_4	209	61	77	255
555	7NetworksRHDefaultTemp5	7Networks_RH_Default_Temp_5	209	61	79	255
556	7NetworksRHDefaultTemp6	7Networks_RH_Default_Temp_6	209	61	80	255
557	7NetworksRHDefaultTemp7	7Networks_RH_Default_Temp_7	209	61	81	255
558	7NetworksRHDefaultTemp8	7Networks_RH_Default_Temp_8	209	61	82	255
559	7NetworksRHDefaultTemp9	7Networks_RH_Default_Temp_9	209	61	83	255
560	7NetworksRHDefaultTemp10	7Networks_RH_Default_Temp_10	209	61	84	255
561	7NetworksRHDefaultTemp11	7Networks_RH_Default_Temp_11	209	61	85	255
562	7NetworksRHDefaultPFCv1	7Networks_RH_Default_PFCv_1	209	61	78	255
563	7NetworksRHDefaultPFCv2	7Networks_RH_Default_PFCv_2	209	62	77	255
564	7NetworksRHDefaultPFCv3	7Networks_RH_Default_PFCv_3	209	62	84	255
565	7NetworksRHDefaultPFCv4	7Networks_RH_Default_PFCv_4	209	63	77	255
566	7NetworksRHDefaultPFCv5	7Networks_RH_Default_PFCv_5	209	63	78	255
567	7NetworksRHDefaultPFCv6	7Networks_RH_Default_PFCv_6	209	63	79	255
568	7NetworksRHDefaultPFCm1	7Networks_RH_Default_PFCm_1	208	61	78	255
569	7NetworksRHDefaultPFCm2	7Networks_RH_Default_PFCm_2	208	62	71	255
570	7NetworksRHDefaultPFCm3	7Networks_RH_Default_PFCm_3	208	62	72	255
571	7NetworksRHDefaultPFCm4	7Networks_RH_Default_PFCm_4	208	62	73	255
572	7NetworksRHDefaultPFCm5	7Networks_RH_Default_PFCm_5	208	62	74	255
573	7NetworksRHDefaultPFCm6	7Networks_RH_Default_PFCm_6	208	62	75	255
574	7NetworksRHDefaultPFCm7	7Networks_RH_Default_PFCm_7	208	62	76	255
575	7NetworksRHDefaultPFCm8	7Networks_RH_Default_PFCm_8	208	62	77	255
576	7NetworksRHDefaultPFCm9	7Networks_RH_Default_PFCm_9	208	62	79	255
577	7NetworksRHDefaultPFCm10	7Networks_RH_Default_PFCm_10	208	62	80	255
578	7NetworksRHDefaultPFCm11	7Networks_RH_Default_PFCm_11	208	62	81	255
579	7NetworksRHDefaultPFCm12	7Networks_RH_Default_PFCm_12	208	62	82	255
580	7NetworksRHDefaultPFCm13	7Networks_RH_Default_PFCm_13	208	62	83	255
581	7NetworksRHDefaultPFCm14	7Networks_RH_Default_PFCm_14	208	62	84	255
582	7NetworksRHDefaultPFCm15	7Networks_RH_Default_PFCm_15	208	62	85	255
583	7NetworksRHDefaultPFCm16	7Networks_RH_Default_PFCm_16	208	63	78	255
584	7NetworksRHDefaultPFCm17	7Networks_RH_Default_PFCm_17	208	63	79	255
585	7NetworksRHDefaultPFCm18	7Networks_RH_Default_PFCm_18	208	63	80	255
586	7NetworksRHDefaultPFCm19	7Networks_RH_Default_PFCm_19	208	63	81	255
587	7NetworksRHDefaultPCC1	7Networks_RH_Default_PCC_1	208	62	78	255
588	7NetworksRHDefaultPCC2	7Networks_RH_Default_PCC_2	208	63	77	255
589	7NetworksRHDefaultPCC3	7Networks_RH_Default_PCC_3	208	63	82	255
590	7NetworksRHDefaultPCC4	7Networks_RH_Default_PCC_4	208	63	83	255
591	7NetworksRHDefaultPCC5	7Networks_RH_Default_PCC_5	208	63	84	255
592	7NetworksRHDefaultPCC6	7Networks_RH_Default_PCC_6	208	64	77	255
593	7NetworksRHDefaultPCC7	7Networks_RH_Default_PCC_7	208	64	78	255
594	7NetworksRHDefaultPCC8	7Networks_RH_Default_PCC_8	208	64	79	255
595	7NetworksRHDefaultPCC9	7Networks_RH_Default_PCC_9	208	64	80	255
596	7NetworksRHDefaultPCC10	7Networks_RH_Default_PCC_10	208	64	81	255
597	7NetworksRHDefaultPCC11	7Networks_RH_Default_PCC_11	208	64	82	255
598	7NetworksRHDefaultPCC12	7Networks_RH_Default_PCC_12	208	64	83	255
599	7NetworksRHDefaultPCC13	7Networks_RH_Default_PCC_13	208	64	84	255
600	7NetworksRHDefaultPCC14	7Networks_RH_Default_PCC_14	208	65	77	255
